link_id,observed_volume,count_id,road_name,route_id,county
mdot_aadt_V2013000332_1695,8694.00000000,V2013000332,Ramp 5 Fr Penna Ave Sb To Md140 Eb,06000RP00140  02SSMD10        05,Carroll
mdot_aadt_B2556_1696,4510.00000000,B2556,Frederick Rd,13000MD00144A 01EE**************,Howard
mdot_aadt_B2328_1697,9733.00000000,B2328,Norrisville Rd,12000MD00023  01WW**************,Harford
mdot_aadt_S2011120416_1698,9830.00000000,S2011120416,Trimble Rd,12000CO00507  01WW**************,Harford
mdot_aadt_B2586_1699,80960.00000000,B2586,Patuxent Pkwy,13000MD00032  01NN**************,Howard
mdot_aadt_B080104_1700,632.00000000,B080104,Glen Albin Rd,08088MU00220  01EE**************,Charles
mdot_aadt_B2640_1701,11471.00000000,B2640,Blue Star Memorial Hwy,14000US00301  01NN**************,Kent
mdot_aadt_S2017100227_1702,4572.00000000,S2017100227,Mussetter Rd,10000CO00365  01SS**************,Frederick
mdot_aadt_S2002120028_1703,1223.00000000,S2002120028,Ramp 5 Fr Ramp 8 (fr Us 1) To Md 24 Eb,12000RP00001  02SSUS6         05,Harford
mdot_aadt_B1970_1704,6074.00000000,B1970,Buckeystown Pike,10000MD00085  01NN**************,Frederick
mdot_aadt_B2350_1705,6362.00000000,B2350,Calvary Rd,12000MD00136  01NN**************,Harford
mdot_aadt_S2010110015_1706,543.00000000,S2010110015,Ramp 8 Fr Us 40 Sb To Is 68 Wb,11000RP00068  02SSIS14        08,Garrett
mdot_aadt_B2019_1707,3182.00000000,B2019,Woodsboro Rd,10000MD00550  01NN**************,Frederick
mdot_aadt_S2005130096_1708,7960.00000000,S2005130096,Ramp 5 Fr Us 29 Sb To Md 175 Eb,13000RP00029  02SSUS20        05,Howard
mdot_aadt_V2013000511_1709,9294.00000000,V2013000511,Ramp 2 Fr Md 100 Wb To Us 1 Nb,13000RP00100  02NNMD6         02,Howard
mdot_aadt_S2013060385_1710,4190.00000000,S2013060385,Sandosky Rd,06142MU00247  01NN**************,Carroll
mdot_aadt_S2001130017_1711,4194.00000000,S2001130017,Ramp 7 Fr Ramp 2 (fr Md 100) To Us 1 Sb,13000RP00100  02WWMD6         07,Howard
mdot_aadt_B160016_1712,10002.00000000,B160016,Ritchie Marlboro Rd,16000CO00974  01NN**************,Prince George's
mdot_aadt_B2334_1713,36350.00000000,B2334,Vietnam Veterans Memorial Hwy,12000MD00024  01NN**************,Harford
mdot_aadt_B1583_1714,19711.00000000,B1583,Sykesville Rd,06000MD00032  01NN**************,Carroll
mdot_aadt_S2012030149_1715,7581.00000000,S2012030149,Oakleigh Rd                             ,24999MU02390  01NN**************,Baltimore City
mdot_aadt_S1999120012_1716,2344.00000000,S1999120012,Bata Blvd                               ,12000CO02329  01SS**************,Harford
mdot_aadt_B1937_1717,7830.00000000,B1937,Balto National Pike,10000US00040  01EE**************,Frederick
mdot_aadt_B100057_1718,815.00000000,B100057,Harney Rd,10000CO00043  01NN**************,Frederick
mdot_aadt_S2010210042_1719,1880.00000000,S2010210042,Ramp 2 Fr Is 70 Wb To Md 68 Nb,21000RP00070  02WWIS18        02,Washington
mdot_aadt_S2013120369_1720,3900.00000000,S2013120369,Thomas St,12007MU00760  01NN**************,Harford
mdot_aadt_S2011030924_1721,1242.00000000,S2011030924,Beckleysville Rd,24999MU04600  01SS**************,Baltimore City
mdot_aadt_S2014080614_1722,4845.00000000,S2014080614,Olivers Shop Rd,08000CO01148  01NN**************,Charles
mdot_aadt_S2000150116_1723,1421.00000000,S2000150116,Ramp 3 Fr Ramp 6 (fr C B Pkwy) To Is 495,15000RP00495  02EEIS41        03,Montgomery
mdot_aadt_B4169_1724,4302.00000000,B4169,E Line Rd,22000MD00054  01EE**************,Wicomico
mdot_aadt_V2013000432_1725,973.00000000,V2013000432,Ramp 2 Fr Is 68 Wb To Md 546 Nb,11000RP00068  02NNIS29        02,Garrett
mdot_aadt_B1957_1726,4372.00000000,B1957,Foxville Rd,10000MD00077  01EE**************,Frederick
mdot_aadt_V2013000359_1727,7872.00000000,V2013000359,Ramp 4 Fr Us 40 Nb To Us 15b Nb,10000RP00015  02NNUS12        04,Frederick
mdot_aadt_S2014070293_1728,1745.00000000,S2014070293,Shady Beach Rd,07000CO00200  01NN**************,Cecil
mdot_aadt_S2010100063_1729,453.00000000,S2010100063,Ramp 3 Fr Md 15c Eb To Ramp 2 (to Us 15),10000RP00015  02NNUS28        03,Frederick
mdot_aadt_B100083_1730,3482.00000000,B100083,W 13th St,10057MU09130  01EE**************,Frederick
mdot_aadt_B140001_1731,1071.00000000,B140001,E Sharp St,14129MU00188  01EE**************,Kent
mdot_aadt_B060066_1732,690.00000000,B060066,Pleasant Valley Rd,06000CO01600  01SS**************,Carroll
mdot_aadt_S2009140008_1733,1414.00000000,S2009140008,Ramp 8 Fr Us 301 Sb To Md 290 Wb,14000RP00301  02SSUS119       08,Kent
mdot_aadt_B240052_1734,38670.00000000,B240052,President St,24999MU01383  01NN**************,Baltimore City
mdot_aadt_S1999100021_1735,2373.00000000,S1999100021,Ramp 2 Fr Us 340 Wb To Lander Rd Nb,10000RP00340  02WWUS8         02,Frederick
mdot_aadt_S2011160003_1736,3753.00000000,S2011160003,Ramp 2 Fr Is 95 Wb To Md 414 Nb,16000RP00095  02WWIS4         02,Prince George's
mdot_aadt_V2013000106_1737,7293.00000000,V2013000106,Ramp 9 Fr Md 177 Wb To Md 100 Wb,02000RP00100  02SSMD16        09,Anne Arundel
mdot_aadt_B2133_1738,3375.00000000,B2133,Lothian St,11000MD00560  01NN**************,Garrett
mdot_aadt_V2013000355_1739,6182.00000000,V2013000355,Ramp 9 Fr Us 15 Sb To Us 15 Sb,10000RP00015  02SSUS11        09,Frederick
mdot_aadt_S1999160190_1740,14191.00000000,S1999160190,Ramp 1 Fr Is 95 Nb To Is 595 Wb,16000RP00095  02NNIS19        01,Prince George's
mdot_aadt_S2011130717_1741,4750.00000000,S2011130717,Brightfield Rd                          ,13000CO02483  01EE**************,Howard
mdot_aadt_V2013000347_1742,485.00000000,V2013000347,Ramp 8 Fr Md 331 Sb To Us 50 Wb,09000RP00050  02SSUS95        08,Dorchester
mdot_aadt_S2011140553_1743,1442.00000000,S2011140553,Campus Ave,14027MU00080  01SS**************,Kent
mdot_aadt_B060101_1744,394.00000000,B060101,Old New Windsor Pike,06000MD00852  01EE**************,Carroll
mdot_aadt_B2382_1745,7425.00000000,B2382,Baldwin Mill Rd,12000MD00165  01NN**************,Harford
mdot_aadt_B1968_1746,9313.00000000,B1968,Fingerboard Rd,10000MD00080  01EE**************,Frederick
mdot_aadt_V2013000454_1747,1400.00000000,V2013000454,Ramp 4 Fr Md 155 Nb To Is 95 Eb,12000RP00095  02WWIS89        04,Harford
mdot_aadt_V2013000398_1748,10190.00000000,V2013000398,Ramp 8 Fr Md 85 Sb To Is 70 Wb,10000RP00070  02WWIS54        08,Frederick
mdot_aadt_B110018_1749,932.00000000,B110018,Ninth St,11000MD00219  01NN**************,Garrett
mdot_aadt_P0038_1750,82533.00000000,P0038,No Name,02000MD00100  01EE**************,Anne Arundel
mdot_aadt_S2011120656_1751,2162.00000000,S2011120656,Canvasback Dr,12076MU00145  01NN**************,Harford
mdot_aadt_S2009080001_1752,143.00000000,S2009080001,Ramp 1 Fr Ramp 4 (fr Md 5) To Md 231 Eb,08000RP00005  02NNMD47        01,Charles
mdot_aadt_B130065_1753,101060.00000000,B130065,Columbia Pike,13000US00029  01NN**************,Howard
mdot_aadt_B2960_1754,80471.00000000,B2960,New Hampshire Ave,15000MD00650  01NN**************,Montgomery
mdot_aadt_B2324_1755,15990.00000000,B2324,East West Hwy,12000MD00023  01WW**************,Harford
mdot_aadt_B1547_1756,10545.00000000,B1547,Old Washington Rd,06000MD00097  01NN**************,Carroll
mdot_aadt_S2012240295_1757,3111.00000000,S2012240295,Remington Ave,24999MU02230  01SS**************,Baltimore City
mdot_aadt_V2013000371_1758,10742.00000000,V2013000371,Ramp 3 Fr Us 15 Nb To Motter Ave,10000RP00015  02EEUS16        03,Frederick
mdot_aadt_S2015090227_1759,394.00000000,S2015090227,Trenton St,09019MU01253  01SS**************,Dorchester
mdot_aadt_S2010210041_1760,180.00000000,S2010210041,Ramp 1 Fr Md 68 Nb To Ramp 8 (to Is 70),21000RP00070  02WWIS18        01,Washington
mdot_aadt_B1588_1761,14291.00000000,B1588,New Washington Rd,06000MD00097  01NN**************,Carroll
mdot_aadt_B3926_1762,13543.00000000,B3926,N Main St,21000US00040AL01EE**************,Washington
mdot_aadt_S2008130027_1763,3900.00000000,S2008130027,Ramp 7 Fr Md 175 Wb To Us 29 Sb,13000RP00029  02WWUS20        07,Howard
mdot_aadt_B240162_1764,1641.00000000,B240162,New Vail St,24999MU05861  01EE**************,Baltimore City
mdot_aadt_S2011080648_1765,5732.00000000,S2011080648,Mitchell Rd,08000CO00117  01WW**************,Charles
mdot_aadt_V2013000590_1766,8641.00000000,V2013000590,Ramp 11 Fr Is 495 Sb To Is 495x Sb,15000RP00495  02SSIS39        11,Montgomery
mdot_aadt_B3123_1767,104621.00000000,B3123,Crain Hwy,16000US00301  01NN**************,Prince George's
mdot_aadt_V2013000459_1768,5723.00000000,V2013000459,Ramp 6 Fr Md 216 Eb To Us 29 Sb,13000RP00029  02EEUS13        06,Howard
mdot_aadt_S2002100008_1769,8844.00000000,S2002100008,Ramp 8 Fr Us 15 Sb To Us 40 Wb,10000RP00015  02SSUS13        08,Frederick
mdot_aadt_V2013000469_1770,15200.00000000,V2013000469,Ramp 7 Fr Us 40 Wb To Us 29 Sb,13000RP00029  02SSUS24        07,Howard
mdot_aadt_S2012161037_1771,21371.00000000,S2012161037,Ritchie Rd,16000CO00087  01NN**************,Prince George's
mdot_aadt_S1998120070_1772,2585.00000000,S1998120070,Ramp 7 Fr Is 95 Wb To Md 24 Sb,12000RP00095  02WWIS77        07,Harford
mdot_aadt_S2011130719_1773,29710.00000000,S2011130719,Dobbin Rd,13000CO01317  01NN**************,Howard
mdot_aadt_S2008100022_1774,4905.00000000,S2008100022,Middletown Pkwy,10099MU00116  01SS**************,Frederick
mdot_aadt_S2011020857_1775,3312.00000000,S2011020857,Forest Glen Dr                          ,02000CO01896  01NN**************,Anne Arundel
mdot_aadt_B060081_1776,55.00000000,B060081,Ladiesburg Rd,06000CO00229  01EE**************,Carroll
mdot_aadt_B2057_1777,2931.00000000,B2057,Old Annapolis Rd,10000CO01459  01NN**************,Frederick
mdot_aadt_S2012240249_1778,1171.00000000,S2012240249,Chesterfield Ave,24999MU02515  01NN**************,Baltimore City
mdot_aadt_B2319_1779,12871.00000000,B2319,Churchville Rd,12000MD00022  01EE**************,Harford
mdot_aadt_B2052_1780,990.00000000,B2052,Old Hagerstown Rd,10000CO00245  01SS**************,Frederick
mdot_aadt_S2010030023_1781,15535.00000000,S2010030023,Old Harford Rd,03000CO03600  01NN**************,Baltimore
mdot_aadt_B3979_1782,82292.00000000,B3979,Eisenhower Memorial Hwy,10000IS00070  01EE**************,Frederick
mdot_aadt_S2000120036_1783,7182.00000000,S2000120036,Old Philadelphia Rd,12001MU01050  01EE**************,Harford
mdot_aadt_S2012240294_1784,2241.00000000,S2012240294,E 43rd St,24999MU06151  01SS**************,Baltimore City
mdot_aadt_B080103_1785,712.00000000,B080103,Springhill Newtown Rd,08000CO00182  01SS**************,Charles
mdot_aadt_V2013000591_1786,14081.00000000,V2013000591,Ramp 11 Fr Is 495 Sb To Is 495x Sb,15000RP00495  02SSIS39        11,Montgomery
mdot_aadt_S2011030997_1787,4391.00000000,S2011030997,Sulphur Spring Rd,03000CO03071  01EE**************,Baltimore
mdot_aadt_B110005_1788,11660.00000000,B110005,Oak St,11000US00219  01NN**************,Garrett
mdot_aadt_B210043_1789,514.00000000,B210043,S Main St,21000MD00845A 01NN**************,Washington
mdot_aadt_S1998120073_1790,2320.00000000,S1998120073,Ramp 4 Fr Md 24 Nb To Is 95 Eb,12000RP00095  02NNIS77        04,Harford
mdot_aadt_B2528_1791,9900.00000000,B2528,Woodbine Rd,13000MD00094  01NN**************,Howard
mdot_aadt_B100020_1792,6750.00000000,B100020,Shookstown Rd,10057MU01390  01WW**************,Frederick
mdot_aadt_V2013000762_1793,2343.00000000,V2013000762,Ramp 7 Fr Is 70 Wb To Md 144wb Sb,21000RP00070  02WWIS3         07,Washington
mdot_aadt_B060084_1794,2962.00000000,B060084,Ralph St,06000CO01402  01WW**************,Carroll
mdot_aadt_B0610_1795,53102.00000000,B0610,Gov Ritchie Hwy,02000MD00002  01NN**************,Anne Arundel
mdot_aadt_S2003070002_1796,2280.00000000,S2003070002,Ramp 2 Fr Ramp 9 (fr Is 95) To Md 272 Nb,07000RP00095  02WWIS100       02,Cecil
mdot_aadt_V2013000661_1797,20122.00000000,V2013000661,Ramp 2 Fr Is 95 Ls To Md 210 Nb,16000RP00095  02WWIS3         02,Prince George's
mdot_aadt_B1444_1798,8644.00000000,B1444,Main St,05000MD00331  01NN**************,Caroline
mdot_aadt_S2010110003_1799,383.00000000,S2010110003,Ramp 2 Fr Is 68 Wb To Md 742 Nb,11000RP00068  02NNIS4         02,Garrett
mdot_aadt_S2017100155_1800,172.00000000,S2017100155,Ramp 6 Fr Jeff Tech Pkwy Eb To Us 15 Sb,10000RP00015  02SSUS9         06,Frederick
mdot_aadt_S2009240012_1801,3971.00000000,S2009240012,Fallsway,24999MU01382  01NN**************,Baltimore City
mdot_aadt_S2011130728_1802,30233.00000000,S2011130728,Little Patuxent Pkwy,13000CO00794  01EE**************,Howard
mdot_aadt_V2013000346_1803,1515.00000000,V2013000346,Ramp 7 Fr Us 50 Wb To Md 331 Sb,09000RP00050  02WWUS95        07,Dorchester
mdot_aadt_B3562_1804,14382.00000000,B3562,Church Hill Rd,14000MD00213  01NN**************,Kent
mdot_aadt_B100082_1805,4280.00000000,B100082,Clarksburg Rd,10000CO00400  01SS**************,Frederick
mdot_aadt_B240116_1806,3735.00000000,B240116,Old Fredrick Rd,24999MU02300  01SS**************,Baltimore City
mdot_aadt_S2011120487_1807,6701.00000000,S2011120487,Ramp 1 Fr Md 152 Nb To Is 95 Sb,12000RP00095  02WWIS74        01,Harford
mdot_aadt_S2007100086_1808,5951.00000000,S2007100086,Ramp 6 Fr Md 80 Eb To Is 270 Sb,10000RP00270  02EEIS26        06,Frederick
mdot_aadt_S1998120108_1809,1031.00000000,S1998120108,Ramp 1 Fr Md 155 Nb To Ramp 8 (to Is 95),12000RP00095  02SSIS89        01,Harford
mdot_aadt_V2013000390_1810,20725.00000000,V2013000390,Ramp 4 Fr Us 15 Nb To Is 70 Eb,10000RP00070  02EEIS52        04,Frederick
mdot_aadt_B2595_1811,89270.00000000,B2595,No Name,13000MD00100  01EE**************,Howard
mdot_aadt_B1430_1812,3851.00000000,B1430,Goldsboro Rd,05000MD00313  01NN**************,Caroline
mdot_aadt_B0954_1813,28541.00000000,B0954,Pulaski Hwy,12000US00040  01EE**************,Harford
mdot_aadt_B4144_1814,1104.00000000,B4144,Burbage Crossing Rd,22000MD00374  01EE**************,Wicomico
mdot_aadt_B1725_1815,6545.00000000,B1725,Marshall Corner Rd,08000MD00227  01EE**************,Charles
mdot_aadt_S2009130018_1816,2903.00000000,S2009130018,Ramp 9 Fr Ramp 8 To Snowden River Pkwy,13000RP00175  02SSMD13        09,Howard
mdot_aadt_B0842_1817,77031.00000000,B0842,Blue Star Memorial Hwy,02000US00050  01EE**************,Anne Arundel
mdot_aadt_B2338_1818,3444.00000000,B2338,Rocks Rd,12000MD00024  01NN**************,Harford
mdot_aadt_S2012240478_1819,1420.00000000,S2012240478,Mosher St,24999MU04200  01SS**************,Baltimore City
mdot_aadt_S2010100003_1820,9332.00000000,S2010100003,Ramp 3 Fr Us 15 Nb To Motter Ave,10000RP00015  02EEUS16        03,Frederick
mdot_aadt_S2014120315_1821,105.00000000,S2014120315,Lilly Ct,12000CO02668  01SS**************,Harford
mdot_aadt_B020068_1822,1512.00000000,B020068,Queenstown Rd,02000CO00908  01EE**************,Anne Arundel
mdot_aadt_B060055_1823,5720.00000000,B060055,John St,06000CO00366  01SS**************,Carroll
mdot_aadt_B1120_1824,10934.00000000,B1120,Harbor Tunnel Thruway,03000IS00895  01NN**************,Baltimore
mdot_aadt_S2012240467_1825,271.00000000,S2012240467,Fairfax Rd,24999MU06138  01SS**************,Baltimore City
mdot_aadt_B1777_1826,2834.00000000,B1777,Poplar Hill Rd,08000CO01120  01NN**************,Charles
mdot_aadt_S2012150918_1827,2271.00000000,S2012150918,Cedar Ave,15063MU00030  01SS**************,Montgomery
mdot_aadt_B3107_1828,41041.00000000,B3107,Baltimore Ave,16000US00001  01NN**************,Prince George's
mdot_aadt_S1999100008_1829,2952.00000000,S1999100008,Ramp 6 Fr Us 15 Nb To Ramp 7 (to Is 70),10000RP00015  02SSUS12        06,Frederick
mdot_aadt_S2011120485_1830,4561.00000000,S2011120485,Ramp 4 Fr Md 152 Nb To Ramp 5 (to Is 95),12000RP00095  02NNIS74        04,Harford
mdot_aadt_S2011130738_1831,8152.00000000,S2011130738,Bethany La,13000CO01063  01SS**************,Howard
mdot_aadt_B1826_1832,3081.00000000,B1826,Rhodesdale Vienna Rd,09000MD00331  01NN**************,Dorchester
mdot_aadt_S2012150436_1833,2121.00000000,S2012150436,Kings Valley Rd,15000CO00019  01SS**************,Montgomery
mdot_aadt_B1553_1834,24911.00000000,B1553,Littlestown Pike,06000MD00097  01NN**************,Carroll
mdot_aadt_B3904_1835,13970.00000000,B3904,Middleburg Pike,21000US00011  01NN**************,Washington
mdot_aadt_B1601_1836,13090.00000000,B1601,Conowingo Rd,07000US00001  01NN**************,Cecil
mdot_aadt_V2013000447_1837,14531.00000000,V2013000447,Ramp 1 Fr Is 95 Nb To Md 543 Wb,12000RP00095  02EEIS80        01,Harford
mdot_aadt_V2013000319_1838,663.00000000,V2013000319,Ramp 8 Fr Md 260 To Mt Harmony Rd,04000RP00260  02SSMD6         08,Calvert
mdot_aadt_S1997110013_1839,2403.00000000,S1997110013,Ramp 5 Fr Us 219j To Ramp 4 (to Is 68),11000RP00068  02EEIS22        05,Garrett
mdot_aadt_S2010100025_1840,3503.00000000,S2010100025,Emmit Gardens Dr,10000MD00904F 01EE**************,Frederick
mdot_aadt_S2008130017_1841,11382.00000000,S2008130017,Johns Hopkins Rd,13000CO00109  01WW**************,Howard
mdot_aadt_B130088_1842,2932.00000000,B130088,South Hanover Rd,13000CO00559  01SS**************,Howard
mdot_aadt_B1742_1843,5891.00000000,B1742,Rock Point Rd,08000MD00257  01NN**************,Charles
mdot_aadt_B2609_1844,3232.00000000,B2609,Augustine Herman Hwy,14000MD00213  01NN**************,Kent
mdot_aadt_B3639_1845,795.00000000,B3639,Colton Point Rd,18000MD00242  01NN**************,St. Mary's
mdot_aadt_B2385_1846,11802.00000000,B2385,Baldwin Mill Rd,12000MD00165  01NN**************,Harford
mdot_aadt_B1934_1847,3212.00000000,B1934,New Windsor Rd,10000MD00031  01EE**************,Frederick
mdot_aadt_S2012240270_1848,5331.00000000,S2012240270,Gittings Ave,24999MU02340  01EE**************,Baltimore City
mdot_aadt_S2011180629_1849,3062.00000000,S2011180629,Clarks Landing Rd,18000CO00195  01EE**************,St. Mary's
mdot_aadt_V2013000418_1850,210.00000000,V2013000418,Ramp 8 Fr Md 180 Sb To Us 340 Wb,10000RP00340  02SSUS4         08,Frederick
mdot_aadt_B1513_1851,8351.00000000,B1513,Manchester Rd,06000MD00027  01NN**************,Carroll
mdot_aadt_S2011040631_1852,11282.00000000,S2011040631,Town Square Dr,04000CO01188  01SS**************,Calvert
mdot_aadt_S2005110014_1853,612.00000000,S2005110014,Ramp 5 Fr Md 495 Sb To Ramp 4 (to Is 68),11000RP00068  02EEIS19        05,Garrett
mdot_aadt_S1999100060_1854,674.00000000,S1999100060,Ramp 8 Fr Mt Zion Rd Sb To Us 15 Wb,10000RP00015  02SSUS8         08,Frederick
mdot_aadt_S2009240026_1855,12455.00000000,S2009240026,E Baltimore St,24999MU01665  01EE**************,Baltimore City
mdot_aadt_S2001130013_1856,8104.00000000,S2001130013,Ramp 3 Fr Md 100 Eb To Us 1 Nb,13000RP00100  02SSMD6         03,Howard
mdot_aadt_B1811_1857,7350.00000000,B1811,Mt Holly Rd,09000MD00016  01EE**************,Dorchester
mdot_aadt_P0015_1858,6067.00000000,P0015,Augustine Herman Hwy,14000MD00213  01NN**************,Kent
mdot_aadt_B100067_1859,3552.00000000,B100067,Prospect Rd,10000CO00405  01NN**************,Frederick
mdot_aadt_B180014_1860,28212.00000000,B180014,Patuxent Beach Rd,18000MD00004  01NN**************,St. Mary's
mdot_aadt_B2394_1861,7831.00000000,B2394,Paradise Rd,12000MD00462  01NN**************,Harford
mdot_aadt_S2007100083_1862,6251.00000000,S2007100083,Ramp 3 Fr Md 80 Eb To Ramp 2 (to Is 270),10000RP00270  02WWIS26        03,Frederick
mdot_aadt_S2012240213_1863,4591.00000000,S2012240213,Walker Ave,24999MU02341  01EE**************,Baltimore City
mdot_aadt_V2013000392_1864,18472.00000000,V2013000392,Ramp 7 Fr Is 70 Wb To Us 15 Sb,10000RP00070  02WWIS52        07,Frederick
mdot_aadt_S2010210037_1865,133.00000000,S2010210037,Ramp 5 Fr Md 56 Sb To Ramp 4 (to Is 70),21000RP00070  02EEIS12        05,Washington
mdot_aadt_S2006010040_1866,1501.00000000,S2006010040,Ramp 8 Fr Us 40al To Ramp 1 (to Is 68),01000RP00068  02WWIS39        08,Allegany
mdot_aadt_T0001_1867,28270.00000000,T0001,Pulaski Hwy,12000US00040  01EE**************,Harford
mdot_aadt_V2013000830_1868,352.00000000,V2013000830,Ramp 6 Fr Us 13 Eb To Md 513 Sb,22000RP00013  02SSUS29        06,Wicomico
mdot_aadt_S2011060715_1869,7312.00000000,S2011060715,Third Ave,06142MU00278  01EE**************,Carroll
mdot_aadt_V2013000512_1870,8734.00000000,V2013000512,Ramp 4 Fr Us 1 Nb To Md 100 Eb,13000RP00100  02EEMD6         04,Howard
mdot_aadt_S2011030962_1871,24031.00000000,S2011030962,Franklin Blvd,03000CO06781  01EE**************,Baltimore
mdot_aadt_B150123_1872,11150.00000000,B150123,W Diamond Ave,15063MU00643  01WW**************,Montgomery
mdot_aadt_B2355_1873,8175.00000000,B2355,Whiteford Rd,12000MD00136  01NN**************,Harford
mdot_aadt_B1827_1874,3191.00000000,B1827,Rhodesdale Vienna Rd,09000MD00331  01NN**************,Dorchester
mdot_aadt_S2010100073_1875,401.00000000,S2010100073,Ramp 3 Fr Md 550 Sb To Ramp 2 (to Us 15),10000RP00015  02NNUS30        03,Frederick
mdot_aadt_B100067_1876,3552.00000000,B100067,Prospect Rd,10103MU00290  01NN**************,Frederick
mdot_aadt_S2012150440_1877,13721.00000000,S2012150440,Brink Rd,15000CO00027  01EE**************,Montgomery
mdot_aadt_B060096_1878,2000.00000000,B060096,Gist Rd,06000CO00305  01SS**************,Carroll
mdot_aadt_B030032_1879,9772.00000000,B030032,Dundalk Ave,24999MU00438  01NN**************,Baltimore City
mdot_aadt_S2005130073_1880,5782.00000000,S2005130073,Ramp 3 Fr Broken Land Pkwy To Us 29 Nb,13000RP00029  02EEUS18        03,Howard
mdot_aadt_S2011030924_1881,1242.00000000,S2011030924,Beckleysville Rd,24999MU04600  01SS**************,Baltimore City
mdot_aadt_V2013000330_1882,5954.00000000,V2013000330,Ramp 6 Fr Md 27 Eb To Md 140 Sb,06000RP00140  02EEMD9         06,Carroll
mdot_aadt_B2947_1883,59230.00000000,B2947,Colesville Rd,15000US00029  01NN**************,Montgomery
mdot_aadt_B230014_1884,1232.00000000,B230014,Worcester Hwy,23000MD00575  01EE**************,Worcester
mdot_aadt_S2010100006_1885,2262.00000000,S2010100006,Ramp 1 Fr Rosemont Ave To Ramp 8,10000RP00015  02SSUS14        01,Frederick
mdot_aadt_S2005130074_1886,2912.00000000,S2005130074,Ramp 4 Fr Ramp 1 To Broken Land Pkwy,13000RP00029  02EEUS18        04,Howard
mdot_aadt_S2017120337_1887,1132.00000000,S2017120337,Towne Center Dr,12000CO00804  01EE**************,Harford
mdot_aadt_B2546_1888,24862.00000000,B2546,Montgomery Rd,13000MD00103  01NN**************,Howard
mdot_aadt_B1809_1889,4970.00000000,B1809,Church Creek Rd,09000MD00016  01EE**************,Dorchester
mdot_aadt_V2013000118_1890,5760.00000000,V2013000118,Ramp 4 Fr Md 295 Nb To Md 32 Eb,02000RP00295  02NNMD4         04,Anne Arundel
mdot_aadt_B2061_1891,864.00000000,B2061,Lime Kiln Rd,10000CO00298  01NN**************,Frederick
mdot_aadt_S1998120086_1892,2241.00000000,S1998120086,Ramp 5 Fr Is 95 Sb To Md 543 Eb,12000RP00095  02SSIS80        05,Harford
mdot_aadt_S2005100013_1893,4980.00000000,S2005100013,Ramp 5 Fr Md 27 Sb To Is 70 Eb,10000RP00070  02SSIS68        05,Frederick
mdot_aadt_S2000160242_1894,5793.00000000,S2000160242,Ramp 1 Fr Md 414 Nb To Is 95 Wb,16000RP00095  02NNIS4         01,Prince George's
mdot_aadt_V2013000424_1895,1382.00000000,V2013000424,Ramp 2 Fr Is 68 Wb To Md 495 Nb,11000RP00068  02NNIS19        02,Garrett
mdot_aadt_B100046_1896,13431.00000000,B100046,Monocacy Blvd,10057MU00998  01NN**************,Frederick
mdot_aadt_S1999100022_1897,1163.00000000,S1999100022,Ramp 7 Fr Ramp 2 (fr Us340) To Lander Rd,10000RP00340  02WWUS8         07,Frederick
mdot_aadt_B130071_1898,9962.00000000,B130071,St Johns La,13000CO00272  01SS**************,Howard
mdot_aadt_B1723_1899,3032.00000000,B1723,Pomfret Rd,08000MD00227  01EE**************,Charles
mdot_aadt_B2554_1900,24161.00000000,B2554,Waterloo Rd,13000MD00108  01EE**************,Howard
mdot_aadt_B210016_1901,17571.00000000,B210016,Halfway Blvd,21000CO00666  01EE**************,Washington
mdot_aadt_S2017120203_1902,6112.00000000,S2017120203,Patterson Mill Rd,12000CO00242  01NN**************,Harford
mdot_aadt_B1517_1903,19700.00000000,B1517,Hanover Pike,06000MD00030  01NN**************,Carroll
mdot_aadt_S2010160074_1904,232.00000000,S2010160074,Ramp 5 Fr Md 223 Sb To Ramp 4 (to Md 4),16000RP00004  02EEMD6         05,Prince George's
mdot_aadt_B2306_1905,12580.00000000,B2306,Conowingo Rd,12000US00001  01NN**************,Harford
mdot_aadt_B1938_1906,15260.00000000,B1938,W Patrick St,10000US00040  01EE**************,Frederick
mdot_aadt_S2010210039_1907,643.00000000,S2010210039,Ramp 7 Fr Ramp 2 (fr Is 70) To Md 56 Sb,21000RP00070  02WWIS12        07,Washington
mdot_aadt_S2011130721_1908,4402.00000000,S2011130721,Folly Quarter Rd,13000CO00079  01EE**************,Howard
mdot_aadt_S2012241400_1909,1811.00000000,S2012241400,Pine Heights Ave,24999MU06136  01NN**************,Baltimore City
mdot_aadt_B1686_1910,1072.00000000,B1686,Mount St,07127MU00070  01SS**************,Cecil
mdot_aadt_B2726_1911,68953.00000000,B2726,Columbia Pike,15000US00029  01NN**************,Montgomery
mdot_aadt_S2013030189_1912,9310.00000000,S2013030189,Rolling Rd,03000CO02000  01NN**************,Baltimore
mdot_aadt_S2012240263_1913,8981.00000000,S2012240263,Argonne Dr,24999MU01101  01NN**************,Baltimore City
mdot_aadt_S2012150671_1914,3631.00000000,S2012150671,Old Baltimore Rd,15000CO00132  01SS**************,Montgomery
mdot_aadt_B100056_1915,1505.00000000,B100056,Annandale Rd                            ,10000CO00038  01NN**************,Frederick
mdot_aadt_S2010100070_1916,633.00000000,S2010100070,Ramp 6 Fr Md 77 Eb To Ramp 7 (to Us 15),10000RP00015  02SSUS29        06,Frederick
