station_id,date,observed_count,source,fhwa_station_ids,n_direction_lane_records,min_hours_observed,max_hours_observed
P0019,2018-09-05,25097,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-06,25779,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-07,27768,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-08,22647,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-09,17223,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-10,22860,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-11,24928,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-12,25321,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-13,25233,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-14,25963,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-15,23057,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-16,20857,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-17,23090,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-18,24686,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-19,26031,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-20,27154,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-21,29016,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-22,26857,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-23,20315,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-24,23595,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-25,23971,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-26,25255,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-27,26024,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-28,29494,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-29,27660,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-09-30,24487,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-01,25318,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-02,24801,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-03,25428,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-04,27057,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-06,26608,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-07,24987,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-08,25344,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-09,25428,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-10,26162,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-11,25966,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-12,30088,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-13,27233,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-14,23877,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-15,24627,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-16,25713,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-17,26112,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-18,27581,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-19,30563,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-20,27756,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-21,24075,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-22,25111,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-23,25930,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-24,25655,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-25,27383,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-26,28638,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-27,21826,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-28,22883,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-29,24977,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-30,25146,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-10-31,25092,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-01,27492,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-02,28223,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-03,27318,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-05,23620,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-06,23311,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-07,25823,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-08,26856,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-09,27570,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-10,25866,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-11,22964,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-12,23094,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-13,23991,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-14,25876,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-15,11958,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-16,26602,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-17,24282,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-18,19908,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-19,24794,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-20,27889,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-21,28824,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-22,21565,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-23,23157,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-24,19707,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-25,23898,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-26,23708,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-27,24914,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-28,23851,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-29,25255,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-11-30,26595,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-01,20430,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-02,19011,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-03,24055,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-04,24156,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-05,23436,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-06,25408,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-07,26710,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-08,22134,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-09,17162,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-10,22786,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-11,24518,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-12,26244,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-13,26460,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-14,26971,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-15,20174,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-16,17561,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-17,24239,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-18,25202,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-19,25576,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-20,25923,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-21,27185,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-22,24221,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-23,20904,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-24,19824,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-25,17975,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-26,24909,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-27,25691,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-28,24669,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-29,24329,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-30,20391,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2018-12-31,19977,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-01,17060,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-02,23815,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-03,24332,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-04,25745,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-05,20028,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-06,18358,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-07,22867,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-08,23558,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-09,23961,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-10,24186,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-11,26819,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-12,15928,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-13,6000,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-14,15159,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-15,22025,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-16,24042,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-17,23175,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-18,24696,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-19,15047,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-20,12709,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-21,18407,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-22,22392,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-23,23152,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-24,22556,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-25,26133,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-26,21794,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-27,18324,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-28,22778,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-29,18320,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-30,17876,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-01-31,22247,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-01,19547,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-02,20940,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-03,17401,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-04,22760,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-05,22800,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-06,21567,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-08,24737,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-09,21815,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-10,18589,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-11,16303,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-12,19015,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-13,22806,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-14,24836,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-15,27316,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-16,22414,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-17,17621,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-18,21423,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-19,25064,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-20,5832,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-21,21748,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-22,26760,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-23,21154,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-24,18358,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-25,22259,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-26,24527,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-27,24834,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-02-28,26099,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-01,23389,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-02,22087,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-03,12597,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-04,20857,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-05,23921,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-06,24287,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-07,25189,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-08,25634,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-09,23384,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-11,24039,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-12,24372,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-13,25033,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-14,26132,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-15,28041,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-16,24456,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-17,21562,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-18,24097,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-19,24497,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-20,25199,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-21,24037,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-22,27487,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-23,25737,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-24,22888,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-25,23987,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-26,24719,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-27,25479,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-28,26968,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-29,28395,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-30,27087,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-03-31,20864,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-01,24544,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-02,25055,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-03,25922,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-04,26930,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-05,28178,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-06,26082,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-07,23166,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-08,24737,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-09,25507,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-10,26538,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-11,26670,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-12,28556,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-13,27009,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-14,20235,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-15,24589,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-16,25927,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-17,27267,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-18,29029,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-19,27360,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-20,27147,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-21,24651,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-22,27388,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-23,26739,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-24,26556,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-25,27073,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-26,27667,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-27,27492,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-28,23566,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-29,25423,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-04-30,26204,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-01,26199,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-02,27847,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-03,28547,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-07,26167,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-08,26308,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-09,27045,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-10,29178,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-11,25897,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-12,21390,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-13,24445,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-14,25944,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-15,27115,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-16,27166,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-17,30668,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-18,29425,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-19,26162,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-20,25600,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-21,26633,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-22,27261,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-23,28212,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-24,30961,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-25,28023,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-26,25369,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-27,23963,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-28,26264,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-29,26114,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-30,26920,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-05-31,30212,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-01,28174,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-02,23915,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-03,25555,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-04,26186,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-05,26055,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-06,27887,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-07,29853,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-08,28472,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-09,22837,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-10,24675,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-11,25454,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-12,27075,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-13,27071,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-14,31171,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-15,28977,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-16,25983,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-17,25957,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-18,25967,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-19,26924,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-20,28011,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-21,31315,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-22,29380,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-23,26040,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-24,25986,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-25,26573,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-26,27443,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-27,28667,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-28,30695,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-29,28287,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-06-30,25635,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-01,26712,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-02,26510,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-03,29401,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-04,22147,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-05,27666,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-06,26862,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-07,24352,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-08,25197,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-09,26536,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-10,27473,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-11,27032,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-12,30064,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-13,29121,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-14,25956,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-15,26341,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-16,26007,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-17,26784,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-18,28276,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-19,30070,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-20,27336,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-21,24097,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-22,24752,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-23,25490,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-24,27293,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-25,28489,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-26,30355,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-27,28974,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-28,25794,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-29,25861,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-30,25896,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0019,2019-07-31,26221,FHWA_TMAS_CCS_MD,0P0019,2,24,24
P0021,2017-10-01,67664,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-02,70738,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-03,68204,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-05,75551,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-06,91003,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-07,70426,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-08,68880,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-09,74095,FHWA_TMAS_CCS_MD,0P0021,2,24,24
P0021,2017-10-10,71358,FHWA_TMAS_CCS_MD,0P0021,2,24,24
