OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
5533,S2000150128,15.0,Montgomery,0.0,None,Ramp 7 Fr Md 190 To Ramp 11 (to Is495),RP,495.0,  ,0.05,0.0,0.16,Exit 39 Ramp 7 Fr Md 190 Wb To Ramp 11 (to Is 495 Sb),Exit 39 Ramp 07 River Rd To Ramp 11 Fr Is 495 Sb To Is 495x Sb,Urban,1.0,Interstate,15000RP00495  02WWIS39        07,15000RP00495--103907,2.0,South,1.0,F,0.0,8.09,100.0,0.0,100.0,0.4439,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150128,7164.0,7175.0,6810.0,6871.0,6862.0,7033.0,7184.0,7365.0,7550.0,7601.0,7594.0,7615.0,7220.0,7281.0,7212.0,7393.0,7544.0,7665.0,7850.0,7911.0,,,,,,,NO ERROR,,,,,,,,,,,,1,8.09,100,0,100,"7,164","7,175","6,810","6,871","6,862","7,033","7,184","7,365","7,550","7,601","7,594","7,615","7,220","7,281","7,212","7,393","7,544","7,665","7,850","7,911",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.15897576239188,38.99173299068277,,,,,,,,,,,,
5545,B2564,13.0,Howard,0.0,None,Scaggsville Rd,MD,216.0,  ,2.06,1.56,2.68,Md216-.50 Mi N Of Is95,Is 95 To Leishear Rd,Urban,4.0,Minor Arterial,13000MD00216  01NN**************,13000MD00216--1-----,1.0,North,5.0,F,2.0,9.97,58.64,52.17,47.83,13.2006,https://maps.roads.maryland.gov/itms_public/?stationid=B2564,21640.0,21731.0,21562.0,21613.0,21554.0,22115.0,28880.0,29571.0,32290.0,32291.0,23160.0,23471.0,23292.0,23343.0,23064.0,23665.0,30900.0,31641.0,34550.0,34231.0,80.0,27980.0,3274.0,192.0,660.0,105.0,NO ERROR,,765.0,,,0.00247747,0.86649531,0.10139048,0.00594593,0.02043913,0.00325168,0.02369081,5,9.97,58.64,52.17,47.83,"21,640","21,731","21,562","21,613","21,554","22,115","28,880","29,571","32,290","32,291","23,160","23,471","23,292","23,343","23,064","23,665","30,900","31,641","34,550","34,231",80,"27,980",192,"3,274",660,105,765,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.86773972305168,39.1352018911869,,,,,,,,,,,,
5548,S2005160008,16.0,Prince George's,0.0,None,Ramp 1 Fr Us 301 Nb To Md 214 Wb,RP,301.0,  ,0.05,0.0,0.16,Exit 20 Ramp 1 Fr Us 301 Nb To Md 214 Wb,Exit 20 Ramp 01 Crain Hwy To Central Ave,Urban,3.0,Principal Arterial Other,16000RP00301  02EEUS20        01,16000RP00301--102001,2.0,West,1.0,F,0.0,12.23,100.0,0.0,100.0,0.2874,https://maps.roads.maryland.gov/itms_public/?stationid=S2005160008,3592.0,3523.0,3534.0,3525.0,4380.0,4491.0,4592.0,4693.0,4860.0,4921.0,3772.0,3813.0,3754.0,3775.0,4640.0,4761.0,4912.0,4933.0,5100.0,5121.0,,,,,,,NO ERROR,,,,,,,,,,,,1,12.23,100,0,100,"3,592","3,523","3,534","3,525","4,380","4,491","4,592","4,693","4,860","4,921","3,772","3,813","3,754","3,775","4,640","4,761","4,912","4,933","5,100","5,121",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.71739082654908,38.89939633003108,,,,,,,,,,,,
5549,S2000150199,15.0,Montgomery,0.0,None,Ramp 7 Fr Is 495 Wb To Md 650 Sb,RP,495.0,  ,0.05,0.0,0.12,Exit 28 Ramp 7 Fr Is 495 Wb To Md 650 Sb,Exit 28 Ramp 07 Capital Beltway To New Hampshire Ave,Urban,1.0,Interstate,15000RP00495  02WWIS28        07,15000RP00495--102807,2.0,South,1.0,F,0.0,7.09,100.0,0.0,100.0,0.5108,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150199,10954.0,10550.0,10601.0,10702.0,10693.0,10954.0,11185.0,11650.0,11581.0,11662.0,11614.0,11180.0,11241.0,11342.0,11233.0,11504.0,11745.0,12120.0,12041.0,12132.0,,,,,,,NO ERROR,,,,,,,,,,,,1,7.09,100,0,100,"10,954","10,550","10,601","10,702","10,693","10,954","11,185","11,650","11,581","11,662","11,614","11,180","11,241","11,342","11,233","11,504","11,745","12,120","12,041","12,132",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.97788346798461,39.019995956885815,,,,,,,,,,,,
5562,S2012161027,16.0,Prince George's,0.0,None,Prospect Hill Rd,CO,56.0,  ,0.91,0.0,0.98,Prospect Hill Rd - .10 Mi East Of Md 193,Hillmeade Rd To Md 193,Urban,6.0,Minor Collector,16000CO00056  01WW**************,16000CO00056--1-----,1.0,West,3.0,F,0.0,9.16,71.6,47.14,52.86,2.5901,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161027,,,6440.0,6451.0,6432.0,6603.0,6734.0,6905.0,7240.0,7241.0,,,6960.0,6971.0,6882.0,7073.0,7214.0,7325.0,7670.0,7971.0,,,,,,,NO ERROR,,,,,,,,,,,,3,9.16,71.6,47.14,52.86,N/A,N/A,"6,440","6,451","6,432","6,603","6,734","6,905","7,240","7,241",N/A,N/A,"6,960","6,971","6,882","7,073","7,214","7,325","7,670","7,971",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.80764615945083,38.98331053017579,,,,,,,,,,,,
5566,S2012150970,15.0,Montgomery,130.0,Rockville,Research Blvd,MU,2540.0,  ,0.74,0.7,1.29,Research Blvd - .10 Mi North Of W Gude Dr,W Gude Dr To Research Blvd (ahead),Urban,5.0,Major Collector,15130MU02540  01NN**************,15130MU02540--1-----,1.0,South,4.0,F,0.0,11.49,55.44,49.67,50.33,2.0094,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150970,,,9220.0,9241.0,9212.0,9453.0,9634.0,9875.0,9330.0,9331.0,,,9960.0,9981.0,9862.0,10123.0,10314.0,10475.0,9890.0,10261.0,,,,,,,NO ERROR,,,,,,,,,,,,4,11.49,55.44,49.67,50.33,N/A,N/A,"9,220","9,241","9,212","9,453","9,634","9,875","9,330","9,331",N/A,N/A,"9,960","9,981","9,862","10,123","10,314","10,475","9,890","10,261",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.18227114922414,39.100651277206055,,,,,,,,,,,,
5570,S2006130021,13.0,Howard,0.0,None,Ramp 6 Fr Md 216 Eb To Us 29 Sb,RP,29.0,  ,0.05,0.0,0.14,Exit 13 Ramp 6 Fr Md 216 Eb To Us 29 Sb,Exit 13 Ramp 06 Scaggsville Rd To Ramp 7 Fr Md 216 Wb To Ramp 6 (to Us 29),Urban,2.0,Principal Arterial Other Freeways and Expressways,13000RP00029  02EEUS13        06,13000RP00029--101306,2.0,South,1.0,F,0.0,9.56,100.0,0.0,100.0,0.1202,https://maps.roads.maryland.gov/itms_public/?stationid=S2006130021,1720.0,1731.0,2010.0,2120.0,2111.0,2172.0,2310.0,2371.0,2352.0,2353.0,1840.0,1871.0,2170.0,2290.0,2261.0,2322.0,2470.0,2541.0,2522.0,2493.0,,,,,,,NO ERROR,,,,,,,,,,,,1,9.56,100,0,100,"1,720","1,731","2,010","2,120","2,111","2,172","2,310","2,371","2,352","2,353","1,840","1,871","2,170","2,290","2,261","2,322","2,470","2,541","2,522","2,493",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.9049503864358,39.14575915644466,,,,,,,,,,,,
5574,B0783,2.0,Anne Arundel,0.0,None,Rockenbach Rd,MD,713.0,  ,0.29,0.0,0.49,Md713-.20 Mi S Of Md175,Ent To Fort Meade To Md 175,Urban,4.0,Minor Arterial,02000MD00713  01NN**************,02000MD00713--1-----,1.0,North,4.0,F,0.0,12.97,73.37,48.72,51.28,1.7189,https://maps.roads.maryland.gov/itms_public/?stationid=B0783,9971.0,10012.0,10800.0,10821.0,10792.0,11073.0,11284.0,11565.0,9610.0,9611.0,10671.0,10812.0,11660.0,11691.0,11552.0,11853.0,12074.0,12385.0,10280.0,10191.0,76.0,8135.0,1204.0,52.0,127.0,17.0,NO ERROR,,144.0,,,0.00790761,0.84642597,0.12527312,0.00541047,0.01321403,0.00176881,0.01498283,4,12.97,73.37,48.72,51.28,"9,971","10,012","10,800","10,821","10,792","11,073","11,284","11,565","9,610","9,611","10,671","10,812","11,660","11,691","11,552","11,853","12,074","12,385","10,280","10,191",76,"8,135",52,"1,204",127,17,144,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.74083925755966,39.12833186002802,,,,,,,,,,,,
5575,S2004160079,16.0,Prince George's,0.0,None,Ramp 6 Fr Md 223 Eb To Ramp 7 (to Md 5),RP,5.0,  ,0.03,0.0,0.05,Exit 7 Ramp 6 Fr Md 223 Eb To Ramp 7 (to Md 5 Sb),Exit 7  Ramp 06 Piscataway Rd To Ramp 7 Fr Md 223 Wb To Md 5 Sb,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00005  02EEMD7         06,16000RP00005--100706,2.0,South,1.0,F,0.0,8.1,100.0,0.0,100.0,0.0479,https://maps.roads.maryland.gov/itms_public/?stationid=S2004160079,,2650.0,2631.0,2642.0,2470.0,2531.0,2582.0,2643.0,2624.0,2625.0,,0.0,2841.0,2852.0,2640.0,2711.0,2762.0,2833.0,2814.0,2785.0,,,,,,,NO ERROR,,,,,,,,,,,,1,8.1,100,0,100,N/A,"2,650","2,631","2,642","2,470","2,531","2,582","2,643","2,624","2,625",N/A,0,"2,841","2,852","2,640","2,711","2,762","2,833","2,814","2,785",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.88528824924488,38.7675285674603,,,,,,,,,,,,
5576,S2012161177,16.0,Prince George's,0.0,None,Kent Village Dr                         ,CO,3361.0,  ,0.03,0.0,0.82,Kent Village Dr - Between Md 202 & East Lombard St,Landover Rd To Road End,Urban,5.0,Major Collector,16000CO03361  01SS**************,16000CO03361--1-----,1.0,North,2.0,F,0.0,7.2,52.58,63.75,36.25,0.3565,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161177,,,1480.0,1481.0,1482.0,1523.0,1554.0,1595.0,1190.0,1191.0,,,1600.0,1601.0,1592.0,1633.0,1664.0,1695.0,1260.0,1311.0,,,,,,,NO ERROR,,,,,,,,,,,,2,7.2,52.58,63.75,36.25,N/A,N/A,"1,480","1,481","1,482","1,523","1,554","1,595","1,190","1,191",N/A,N/A,"1,600","1,601","1,592","1,633","1,664","1,695","1,260","1,311",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.88460757329622,38.926432022705654,,,,,,,,,,,,
5579,B2801,15.0,Montgomery,0.0,None,Brookville Rd,MD,186.0,  ,1.32,0.6,1.52,Md186-100ft South Of Leland St,Bradley La To Md 410,Urban,5.0,Major Collector,15000MD00186  01NN**************,15000MD00186--1-----,1.0,South,2.0,F,0.0,11.02,85.2,50.39,49.61,2.3882,https://maps.roads.maryland.gov/itms_public/?stationid=B2801,6962.0,6930.0,6881.0,6902.0,6883.0,7064.0,7205.0,7170.0,7111.0,7112.0,7452.0,7480.0,7431.0,7452.0,7373.0,7564.0,7725.0,7600.0,7541.0,7822.0,,,,,,,NO ERROR,,,,,,,,,,,,2,11.02,85.2,50.39,49.61,"6,962","6,930","6,881","6,902","6,883","7,064","7,205","7,170","7,111","7,112","7,452","7,480","7,431","7,452","7,373","7,564","7,725","7,600","7,541","7,822",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.07190448915006,38.98649873577413,,,,,,,,,,,,
5588,S2000150170,15.0,Montgomery,0.0,None,Ramp 4 Fr Md 97 Nb To Is 495 Eb,RP,495.0,  ,0.05,0.0,0.12,Exit 31 Ramp 4 Fr Md 97 Nb To Is 495 Eb ,Exit 31 Ramp 04 Georgia Ave To Capital Beltway,Urban,1.0,Interstate,15000RP00495  02NNIS31        04,15000RP00495--103104,2.0,North,1.0,F,0.0,8.23,100.0,100.0,0.0,0.3185,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150170,6302.0,6530.0,6561.0,6622.0,6623.0,6784.0,6935.0,7260.0,7221.0,7272.0,6682.0,6920.0,6961.0,7022.0,6953.0,7124.0,7285.0,7550.0,7511.0,7562.0,,,,,,,NO ERROR,,,,,,,,,,,,1,8.23,100,100,0,"6,302","6,530","6,561","6,622","6,623","6,784","6,935","7,260","7,221","7,272","6,682","6,920","6,961","7,022","6,953","7,124","7,285","7,550","7,511","7,562",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.04057708300448,39.012719085958835,,,,,,,,,,,,
5589,S2012150661,15.0,Montgomery,0.0,None,Lockwood Dr,CO,109.0,  ,0.1,0.0,0.33,Lockwood Dr - .10 Mile North Of Us 29,Us 29 To Burnt Mills Rd,Urban,4.0,Minor Arterial,15000CO00109  01NN**************,15000CO00109--1-----,1.0,North,2.0,F,0.0,10.47,53.35,49.06,50.94,1.5756,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150661,,,11830.0,11851.0,11822.0,12133.0,12364.0,12665.0,13080.0,13081.0,,,12780.0,12801.0,12652.0,12983.0,13234.0,13555.0,14000.0,13871.0,,,,,,,NO ERROR,,,,,,,,,,,,2,10.47,53.35,49.06,50.94,N/A,N/A,"11,830","11,851","11,822","12,133","12,364","12,665","13,080","13,081",N/A,N/A,"12,780","12,801","12,652","12,983","13,234","13,555","14,000","13,871",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.00072051369767,39.03381745767715,,,,,,,,,,,,
5595,S2006160037,16.0,Prince George's,0.0,None,No Name,OP,5391.0,  ,0.02,0.0,0.18,Entrance To Comfort Inn - North Of Harbour Way,Harbour Way To Road End,Urban,7.0,Local,16000OP05391  01NN**************,16000OP05391--1-----,1.0,North,2.0,F,0.0,8.5,57.0,61.74,38.26,0.2165,https://maps.roads.maryland.gov/itms_public/?stationid=S2006160037,,3034.0,3041.0,3032.0,3033.0,3114.0,3185.0,3265.0,3255.0,3295.0,,0.0,3221.0,3242.0,3223.0,3304.0,3425.0,3465.0,3455.0,3495.0,,,,,,,NO ERROR,,,,,,,,,,,,2,8.5,57,61.74,38.26,N/A,"3,034","3,041","3,032","3,033","3,114","3,185","3,265","3,255","3,295",N/A,0,"3,221","3,242","3,223","3,304","3,425","3,465","3,455","3,495",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.71839612848859,38.9489627067135,,,,,,,,,,,,
5600,S2013160355,16.0,Prince George's,37.0,College Park,Guilford Dr,MU,550.0,  ,0.07,0.0,0.41,Guilford Dr - Between Cornell Ave & Rossburg Dr,Cornell Rd To Us 1,Urban,7.0,Local,16037MU00550  01EE**************,16037MU00550--1-----,1.0,East,4.0,C,0.0,10.06,52.08,50.03,49.97,0.9203,https://maps.roads.maryland.gov/itms_public/?stationid=S2013160355,,,,5790.0,5771.0,5922.0,6043.0,6194.0,6145.0,6150.0,,,,6250.0,6181.0,6342.0,6473.0,6574.0,6515.0,6770.0,,,,,,,NO ERROR,,,,,,,,,,,,4,10.06,52.08,50.03,49.97,N/A,N/A,N/A,"5,790","5,771","5,922","6,043","6,194","6,145","6,150",N/A,N/A,N/A,"6,250","6,181","6,342","6,473","6,574","6,515","6,770",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.94329521598524,38.980164329373544,,,,,,,,,,,,
5604,S2000150195,15.0,Montgomery,0.0,None,Ramp 3 Fr Is 495 Eb To Md 650 Nb,RP,495.0,  ,0.1,0.0,0.23,Exit 28 Ramp 3 Fr Is 495 Eb To Md 650 Nb,Exit 28 Ramp 03 Capital Beltway To New Hampshire Ave,Urban,1.0,Interstate,15000RP00495  02EEIS28        03,15000RP00495--102803,2.0,North,1.0,F,0.0,12.37,100.0,100.0,0.0,0.4644,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150195,4374.0,5060.0,5091.0,5142.0,5143.0,5274.0,5395.0,5520.0,5491.0,5532.0,4644.0,5360.0,5401.0,5452.0,5403.0,5544.0,5675.0,5740.0,5711.0,5752.0,,,,,,,NO ERROR,,,,,,,,,,,,1,12.37,100,100,0,"4,374","5,060","5,091","5,142","5,143","5,274","5,395","5,520","5,491","5,532","4,644","5,360","5,401","5,452","5,403","5,544","5,675","5,740","5,711","5,752",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.97508647710926,39.01786231078696,,,,,,,,,,,,
5606,S2012150769,15.0,Montgomery,0.0,None,Dennis Ave,CO,793.0,  ,1.9,0.0,2.6,Dennis Ave - Between Md 97 & Amherst Ave,Lockridge Dr To Leslie St,Urban,5.0,Major Collector,15000CO00793  01WW**************,15000CO00793--1-----,1.0,West,2.0,F,0.0,9.06,63.86,47.02,52.98,8.3901,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150769,,,8450.0,8471.0,8452.0,8673.0,8844.0,9065.0,8840.0,8841.0,,,9130.0,9151.0,9042.0,9283.0,9464.0,9615.0,9370.0,9731.0,,,,,,,NO ERROR,,,,,,,,,,,,2,9.06,63.86,47.02,52.98,N/A,N/A,"8,450","8,471","8,452","8,673","8,844","9,065","8,840","8,841",N/A,N/A,"9,130","9,151","9,042","9,283","9,464","9,615","9,370","9,731",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.04536828260663,39.0253564278683,,,,,,,,,,,,
5607,S1999160263,16.0,Prince George's,0.0,None,Ramp 6 Fr Md 193 Eb To Us 1 Sb,RP,1.0,  ,0.06,0.0,0.12,Exit 5 Ramp 6 Fr Md 193 Eb To Us 1 Sb,Exit 5  Ramp 06 University Blvd To Baltimore Ave,Urban,3.0,Principal Arterial Other,16000RP00001  02EEUS5         06,16000RP00001--100506,2.0,South,1.0,F,0.0,7.43,100.0,0.0,100.0,0.0719,https://maps.roads.maryland.gov/itms_public/?stationid=S1999160263,1712.0,1490.0,1481.0,1482.0,1483.0,1524.0,1555.0,1650.0,1641.0,1642.0,1832.0,1610.0,1601.0,1602.0,1593.0,1634.0,1665.0,1770.0,1761.0,1742.0,,,,,,,NO ERROR,,,,,,,,,,,,1,7.43,100,0,100,"1,712","1,490","1,481","1,482","1,483","1,524","1,555","1,650","1,641","1,642","1,832","1,610","1,601","1,602","1,593","1,634","1,665","1,770","1,761","1,742",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.93179697887619,39.00097500330521,,,,,,,,,,,,
5608,B160093,16.0,Prince George's,0.0,None,Old Laurel Bowie Rd,CO,5199.0,  ,0.84,0.0,1.562,Old Laurel Bowie Rd-.10 Mi S Of Hilltop La,Chestnut Ave To Md 197,Rural,6.0,Minor Collector,16000CO05199  01NN**************,16000CO05199--1-----,1.0,South,2.0,F,0.0,8.78,63.53,48.17,51.83,1.6374,https://maps.roads.maryland.gov/itms_public/?stationid=B160093,3055.0,2670.0,2681.0,2672.0,2673.0,2744.0,2805.0,2850.0,2831.0,2872.0,3205.0,2880.0,2841.0,2862.0,2833.0,2914.0,3015.0,3020.0,3001.0,3042.0,6.0,2399.0,397.0,4.0,56.0,10.0,NO ERROR,,66.0,,,0.00208914,0.83530641,0.1382312,0.00139276,0.01949861,0.00348189,0.0229805,2,8.78,63.53,48.17,51.83,"3,055","2,670","2,681","2,672","2,673","2,744","2,805","2,850","2,831","2,872","3,205","2,880","2,841","2,862","2,833","2,914","3,015","3,020","3,001","3,042",6,"2,399",4,397,56,10,66,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.78539741143419,39.02132998699148,,,,,,,,,,,,
5613,S2009150066,15.0,Montgomery,0.0,None,W Cedar La,CO,7805.0,  ,0.61,0.56,0.71,W Cedar La - .10 Mile West Of Md 355,Cedarcrest Dr To Md 355,Urban,4.0,Minor Arterial,15000CO07805  01EE**************,15000CO07805--1-----,1.0,East,4.0,F,0.0,10.06,71.63,56.03,43.97,0.639,https://maps.roads.maryland.gov/itms_public/?stationid=S2009150066,,,10020.0,10041.0,10012.0,10273.0,10474.0,10735.0,11670.0,11671.0,,,10820.0,10841.0,10712.0,10993.0,11214.0,11495.0,12490.0,12371.0,14.0,10188.0,1013.0,149.0,272.0,35.0,NO ERROR,,307.0,,,0.00119955,0.87293291,0.08679633,0.01276669,0.02330563,0.00299889,0.02630452,4,10.06,71.63,56.03,43.97,N/A,N/A,"10,020","10,041","10,012","10,273","10,474","10,735","11,670","11,671",N/A,N/A,"10,820","10,841","10,712","10,993","11,214","11,495","12,490","12,371",14,"10,188",149,"1,013",272,35,307,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.09951515623179,39.005905452606754,,,,,,,,,,,,
5620,B3246,16.0,Prince George's,0.0,None,Crain Hwy,US,301.0,  ,23.05,21.31,23.15,Us301-.10 Mi S Of Md197,Queen Anne Bridge Rd To Md 197,Urban,3.0,Principal Arterial Other,16000US00301  01NN**************,16000US00301--1-----,1.0,South,5.0,C,2.0,7.16,53.07,47.26,52.74,43.8555,https://maps.roads.maryland.gov/itms_public/?stationid=B3246,64360.0,64621.0,64102.0,62010.0,61821.0,63432.0,64570.0,66121.0,65532.0,65300.0,68870.0,69791.0,69232.0,66970.0,66151.0,67872.0,69090.0,70751.0,70122.0,69220.0,161.0,52414.0,8524.0,392.0,2229.0,1580.0,NO ERROR,,3809.0,,,0.00246554,0.80266462,0.13053599,0.00600306,0.03413476,0.02419602,0.05833078,5,7.16,53.07,47.26,52.74,"64,360","64,621","64,102","62,010","61,821","63,432","64,570","66,121","65,532","65,300","68,870","69,791","69,232","66,970","66,151","67,872","69,090","70,751","70,122","69,220",161,"52,414",392,"8,524",2229,1580,"3,809",,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.7177941799931,38.941094529732084,,,,,,,,,,,,
5630,P0040,15.0,Montgomery,0.0,None,Capital Beltway,IS,495.0,  ,1.12,0.52,2.37,Is 495 - 50ft East Of Persimmon Tree Rd Overpass (atr#40),Clara Barton Pkwy To Md 190,Urban,1.0,Interstate,15000IS00495  01EE**************,15000IS00495--1-----,1.0,West,9.0,F,1.0,7.18,50.3,49.16,50.84,156.1765,https://maps.roads.maryland.gov/itms_public/?stationid=P0040,,214484.0,214744.0,220751.0,220874.0,225555.0,227042.0,231375.0,228463.0,231287.0,,221981.0,222002.0,227497.0,226457.0,231715.0,232570.0,236103.0,232682.0,235895.0,,,,,,,NO ERROR,,,,,,,,,,,,9,7.18,50.3,49.16,50.84,N/A,"214,484","214,744","220,751","220,874","225,555","227,042","231,375","228,463","231,287",N/A,"221,981","222,002","227,497","226,457","231,715","232,570","236,103","232,682","235,895",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.17235857244054,38.98142544511659,,,,,,,,,,,,
