screenline_id,tract_pair_id,screenline_family,assignment_quality,assignment_status,LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,STATION_DESC,ROAD_SECTION,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,station_tract_geoid,adjacent_tract_geoid,station_county_geoid,adjacent_county_geoid,station_to_shared_boundary_m,shared_boundary_length_m,n_adjacent_tract_candidates_within_buffer,longitude,latitude,LINK,BEGIN_SECTION,END_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,AADT,AAWDT,TRUCK_AADT,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_label,tract_a_geoid,tract_b_geoid,station_county_name,adjacent_county_name,station_to_containing_tract_boundary_m,validation_observed_daily_field_preferred,validation_model_flow_definition
sl_S2012161101_24033803801__24033804102,24033803801__24033804102,other_adjacent_tract_pair,low_review,accepted,S2012161101,Prince George's,Cooper La,CO,332.0,0.45,Cooper La - .10 Mi South Of Md 450,66th Ave To Old Landover Rd,South,3.0,F,10075.0,10610.0,10685.0,11250.0,7.63,54.74,49.09,50.91,24033804102,24033803801,24033,24033,168.27283637274297,1729.6158190739322,1,-76.90197264015221,38.94094907500291,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161101,0.0,1.08,Urban,5.0,Major Collector,1.0,10611.0,11671.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,10075.0,10610.0,10685.0,11250.0,10611.0,11671.0,3.0,1.0,332.0,7.63,54.74,517,Census Tract 8041.02,24033804102,24033803801,"Prince George's County, MD","Prince George's County, MD",168.27283637274297,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2742_24031703201__24031703213,24031703201__24031703213,other_adjacent_tract_pair,high,accepted,B2742,Montgomery,Georgia Ave,MD,97.0,7.2,Md97-.20 Mi N Of Md185,Md 185 To Bel Pre Rd,South,6.0,F,45052.0,45690.0,48212.0,48890.0,7.76,70.85,47.06,52.94,24031703201,24031703213,24031,24031,7.518208006176509,1077.584832911767,1,-77.07912646613063,39.08652865885443,https://maps.roads.maryland.gov/itms_public/?stationid=B2742,7.0,7.67,Urban,3.0,Principal Arterial Other,1.0,45691.0,48431.0,1887.0,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,45052.0,45690.0,48212.0,48890.0,45691.0,48431.0,6.0,1.0,97.0,7.76,70.85,1410,Census Tract 7032.01,24031703201,24031703213,"Montgomery County, MD","Montgomery County, MD",7.518208006176509,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150917_24031705300__24031705502,24031705300__24031705502,other_adjacent_tract_pair,low_review,accepted,S2012150917,Montgomery,Grafton St,MU,40.0,0.08,Grafton St - .10 Mi East Of Md 355,Wisconsin Ave To Chevy Chase Cir,East,2.0,F,1245.0,1245.0,1325.0,1325.0,12.16,69.68,69.02,30.98,24031705300,24031705502,24031,24031,133.53248362691167,273.6274397835764,3,-77.08711989561598,38.96761210661062,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150917,0.0,0.59,Urban,5.0,Major Collector,1.0,1255.0,1385.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,1245.0,1245.0,1325.0,1325.0,1255.0,1385.0,2.0,1.0,40.0,12.16,69.68,578,Census Tract 7053,24031705300,24031705502,"Montgomery County, MD","Montgomery County, MD",133.53248362691167,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150675_24031701308__24031701313,24031701308__24031701313,other_adjacent_tract_pair,high,accepted,S2012150675,Montgomery,Emory La,CO,137.0,0.12,Emory La - .10 Mile West Of Md 97,Md 97 To Cashell Rd,West,2.0,F,7265.0,7340.0,7705.0,7780.0,10.04,58.29,48.52,51.48,24031701313,24031701308,24031,24031,0.0489345585299101,1893.7945197470071,1,-77.07448678357085,39.12656668761931,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150675,0.0,0.39,Urban,6.0,Minor Collector,1.0,7341.0,8081.0,,S,True,False,pg_montgomery_spatial,True,7265.0,7340.0,7705.0,7780.0,7341.0,8081.0,2.0,1.0,137.0,10.04,58.29,571,Census Tract 7013.13,24031701313,24031701308,"Montgomery County, MD","Montgomery County, MD",0.0489345585299101,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2824_24031704700__24031705502,24031704700__24031705502,other_adjacent_tract_pair,high,accepted,B2824,Montgomery,Bradley Blvd,MD,191.0,5.63,Md191-.10 Mi N Of Md614,Md 614 To Leland St,North,6.0,F,23591.0,23150.0,25241.0,24770.0,7.53,50.43,48.37,51.63,24031704700,24031705502,24031,24031,19.55968460586235,309.3875509928812,3,-77.10484295368911,38.977161247192825,https://maps.roads.maryland.gov/itms_public/?stationid=B2824,5.53,6.07,Urban,4.0,Minor Arterial,1.0,24121.0,24541.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,23591.0,23150.0,25241.0,24770.0,24121.0,24541.0,6.0,1.0,191.0,7.53,50.43,574,Census Tract 7047,24031704700,24031705502,"Montgomery County, MD","Montgomery County, MD",19.55968460586235,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160006_24033803402__24033803508,24033803402__24033803508,other_adjacent_tract_pair,medium,accepted,B160006,Prince George's,Brightseat Rd,CO,76.0,1.28,Brightseat Rd-.20 Mi N Of Md202,Ardwick Ardmore Rd To Md 202/md 202e,South,5.0,F,15100.0,14961.0,16010.0,15861.0,8.6,50.18,49.63,50.37,24033803508,24033803402,24033,24033,90.303255075935,489.5505030808612,2,-76.86022195061096,38.919279396475375,https://maps.roads.maryland.gov/itms_public/?stationid=B160006,0.0,1.35,Urban,5.0,Major Collector,1.0,14962.0,16462.0,392.0,B,True,False,pg_dc_spatial,True,15100.0,14961.0,16010.0,15861.0,14962.0,16462.0,5.0,1.0,76.0,8.6,50.18,468,Census Tract 8035.08,24033803508,24033803402,"Prince George's County, MD","Prince George's County, MD",90.303255075935,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2963_24031704501__24031706013,24031704501__24031706013,other_adjacent_tract_pair,high,accepted,B2963,Montgomery,No Name,IS,270.0,0.6,Is270y-.40 Mi S Of Democracy Blvd,Is 495 To Democracy Blvd,North,6.0,F,130730.0,129951.0,135960.0,135151.0,6.62,52.34,52.07,47.93,24031706013,24031704501,24031,24031,1.8004129216286562,1462.4705316595334,1,-77.14737005533381,39.0171307264788,https://maps.roads.maryland.gov/itms_public/?stationid=B2963,0.0,0.995,Urban,1.0,Interstate,1.0,130862.0,136102.0,8650.0,B,True,False,montgomery_dc_spatial,True,130730.0,129951.0,135960.0,135151.0,130862.0,136102.0,6.0,1.0,270.0,6.62,52.34,1328,Census Tract 7060.13,24031706013,24031704501,"Montgomery County, MD","Montgomery County, MD",1.8004129216286562,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160055_24033807000__24033807200,24033807000__24033807200,other_adjacent_tract_pair,low_review,accepted,B160055,Prince George's,Campus Dr,SR,69.0,1.27,Campus Dr-.10 Mi W Of Us1,Adelphi Rd To Us 1,East,3.0,F,12080.0,11971.0,12810.0,12691.0,8.67,63.55,48.85,51.15,24033807200,24033807000,24033,24033,130.61701754474376,2876.1520005616053,1,-76.93712019941717,38.98841693297759,https://maps.roads.maryland.gov/itms_public/?stationid=B160055,0.49,1.37,Urban,5.0,Major Collector,1.0,11972.0,13172.0,,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,12080.0,11971.0,12810.0,12691.0,11972.0,13172.0,3.0,1.0,69.0,8.67,63.55,1523,Census Tract 8072,24033807200,24033807000,"Prince George's County, MD","Prince George's County, MD",130.61701754474376,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161021_24033803606__24033806711,24033803606__24033806711,other_adjacent_tract_pair,high,accepted,S2012161021,Prince George's,Good Luck Rd,CO,42.0,2.88,Good Luck Rd - .10 Mi East Of Princess Garden Pkwy,Princess Garden Pkwy To Cipriano Rd,West,3.0,F,17035.0,16350.0,18235.0,17500.0,8.38,52.78,50.58,49.42,24033806711,24033803606,24033,24033,0.9205880068679412,1272.4242899287283,2,-76.86514467435049,38.98046104536836,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161021,2.78,3.49,Urban,4.0,Minor Arterial,1.0,16351.0,17331.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,17035.0,16350.0,18235.0,17500.0,16351.0,17331.0,3.0,1.0,42.0,8.38,52.78,310,Census Tract 8067.11,24033806711,24033803606,"Prince George's County, MD","Prince George's County, MD",0.9205880068679412,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B150051_24031701414__24031701420,24031701414__24031701420,other_adjacent_tract_pair,high,accepted,B150051,Montgomery,Columbia Pike,US,29.0,7.46,Us29-.20 Mi S Of Fairland Rd,Randolph Rd To Fairland Rd,North,6.0,F,60620.0,61200.0,64860.0,65480.0,7.7,60.12,49.1,50.9,24031701414,24031701420,24031,24031,3.9740994532778657,1325.9177103530305,1,-76.95748563213557,39.0704425964724,https://maps.roads.maryland.gov/itms_public/?stationid=B150051,6.85,7.68,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,61201.0,64871.0,1241.0,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,60620.0,61200.0,64860.0,65480.0,61201.0,64871.0,6.0,1.0,29.0,7.7,60.12,1412,Census Tract 7014.14,24031701414,24031701420,"Montgomery County, MD","Montgomery County, MD",3.9740994532778657,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161048_24033800605__24033800606,24033800605__24033800606,other_adjacent_tract_pair,high,accepted,S2012161048,Prince George's,Brown Station Rd,CO,99.0,0.1,Brown Station Rd - .10 Mi North Of Old Marlboro Pike,Md 725 To Brooke La,North,3.0,F,9745.0,9860.0,10335.0,10450.0,8.27,57.7,51.48,48.52,24033800606,24033800605,24033,24033,1.0778609216601158,3614.373465903646,1,-76.76496377412779,38.82029025586088,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161048,0.0,1.25,Urban,5.0,Major Collector,1.0,9861.0,10851.0,,S,True,False,pg_dc_spatial,True,9745.0,9860.0,10335.0,10450.0,9861.0,10851.0,3.0,1.0,99.0,8.27,57.7,507,Census Tract 8006.06,24033800606,24033800605,"Prince George's County, MD","Prince George's County, MD",1.0778609216601158,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2793_24031705100__24031705400,24031705100__24031705400,other_adjacent_tract_pair,high,accepted,B2793,Montgomery,Connecticut Ave,MD,185.0,1.28,Md185-.10 Mi S Of Md410,Md 191 To Md 410,South,6.0,F,44101.0,43702.0,47191.0,46762.0,7.26,57.48,51.55,48.45,24031705100,24031705400,24031,24031,12.918583032320086,1248.5594073407221,2,-77.07709250695255,38.9864392709321,https://maps.roads.maryland.gov/itms_public/?stationid=B2793,0.6,1.38,Urban,3.0,Principal Arterial Other,1.0,45543.0,46323.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,44101.0,43702.0,47191.0,46762.0,45543.0,46323.0,6.0,1.0,185.0,7.26,57.48,576,Census Tract 7051,24031705100,24031705400,"Montgomery County, MD","Montgomery County, MD",12.918583032320086,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2743_24031701312__24031701314,24031701312__24031701314,other_adjacent_tract_pair,high,accepted,B2743,Montgomery,Georgia Ave,MD,97.0,11.39,Md97-.50 Mi S Of Md108,Emory La To Md 108,North,5.0,F,28852.0,30670.0,30872.0,32820.0,7.33,58.14,50.04,49.96,24031701314,24031701312,24031,24031,2.110791959119984,1176.214617820918,1,-77.06698008376434,39.14594956834048,https://maps.roads.maryland.gov/itms_public/?stationid=B2743,9.99,11.89,Urban,4.0,Minor Arterial,1.0,30671.0,32511.0,1099.0,B,True,False,montgomery_dc_route,True,28852.0,30670.0,30872.0,32820.0,30671.0,32511.0,5.0,1.0,97.0,7.33,58.14,1029,Census Tract 7013.14,24031701314,24031701312,"Montgomery County, MD","Montgomery County, MD",2.110791959119984,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2726_24031701414__24031701421,24031701414__24031701421,other_adjacent_tract_pair,high,accepted,B2726,Montgomery,Columbia Pike,US,29.0,6.09,Us29-.10 Mi S Of Industrial Pkwy,Stewart La To Randolph Rd,South,6.0,F,66771.0,66172.0,71451.0,70802.0,7.5,51.66,48.11,51.89,24031701414,24031701421,24031,24031,2.9467992726251593,1947.1811037403447,1,-76.97247980061502,39.05537159802881,https://maps.roads.maryland.gov/itms_public/?stationid=B2726,5.11,6.85,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,68953.0,70143.0,,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,66771.0,66172.0,71451.0,70802.0,68953.0,70143.0,6.0,1.0,29.0,7.5,51.66,1412,Census Tract 7014.14,24031701414,24031701421,"Montgomery County, MD","Montgomery County, MD",2.9467992726251593,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160029_24033804002__24033806300,24033804002__24033806300,other_adjacent_tract_pair,medium,accepted,B160029,Prince George's,Tanglewood Dr,MU,100.0,0.1,Tanglewood Dr-.10 Mi S Of Buchanan St,Buchanan St To Tanglewood Dr (ahead),North,2.0,F,3570.0,3541.0,3780.0,3751.0,10.32,72.8,50.15,49.85,24033806300,24033804002,24033,24033,93.78728474416863,1647.4276083903403,1,-76.93725012006175,38.94564480606637,https://maps.roads.maryland.gov/itms_public/?stationid=B160029,0.0,0.18,Urban,5.0,Major Collector,1.0,3542.0,3902.0,270.0,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,3570.0,3541.0,3780.0,3751.0,3542.0,3902.0,2.0,1.0,100.0,10.32,72.8,1559,Census Tract 8063,24033806300,24033804002,"Prince George's County, MD","Prince George's County, MD",93.78728474416863,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3317_24033804101__24033804200,24033804101__24033804200,other_adjacent_tract_pair,medium,accepted,B3317,Prince George's,Cheverly Ave,MU,59.0,1.11,Cheverly Ave-.10 Mi S Of Md202,Md 459 To Md 202,South,3.0,F,6880.0,6821.0,7290.0,7231.0,8.33,74.0,33.99,66.01,24033804200,24033804101,24033,24033,80.39390925076431,2626.474544014695,2,-76.91446457117068,38.93281474914168,https://maps.roads.maryland.gov/itms_public/?stationid=B3317,0.0,1.21,Urban,5.0,Major Collector,1.0,6822.0,7502.0,235.0,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,6880.0,6821.0,7290.0,7231.0,6822.0,7502.0,3.0,1.0,59.0,8.33,74.0,1515,Census Tract 8042,24033804200,24033804101,"Prince George's County, MD","Prince George's County, MD",80.39390925076431,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2899_24031704501__24031704502,24031704501__24031704502,other_adjacent_tract_pair,high,accepted,B2899,Montgomery,Capital Beltway,IS,495.0,5.11,Is495-.50 Mi W Of Md187,Is 270y To Md 187,West,6.0,F,118652.0,115040.0,123402.0,119640.0,7.08,53.82,46.97,53.03,24031704502,24031704501,24031,24031,2.9480354377424334,2625.9585568875177,1,-77.12811107844914,39.01386487785026,https://maps.roads.maryland.gov/itms_public/?stationid=B2899,3.95,5.61,Urban,1.0,Interstate,1.0,115851.0,120491.0,7163.0,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial,True,118652.0,115040.0,123402.0,119640.0,115851.0,120491.0,6.0,1.0,495.0,7.08,53.82,1422,Census Tract 7045.02,24031704502,24031704501,"Montgomery County, MD","Montgomery County, MD",2.9480354377424334,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161131_24033805801__24033805802,24033805801__24033805802,other_adjacent_tract_pair,high,accepted,S2012161131,Prince George's,23rd Ave,CO,680.0,0.04,23rd Ave - Between Md 193 & Lewisdale Dr,Md 193 To Md 410,North,3.0,F,10395.0,9880.0,11025.0,10470.0,9.47,53.17,50.87,49.13,24033805801,24033805802,24033,24033,1.2791252895063512,2223.1686395223373,3,-76.97137571363866,38.98359346771542,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161131,0.0,1.08,Urban,5.0,Major Collector,1.0,9881.0,10871.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,10395.0,9880.0,11025.0,10470.0,9881.0,10871.0,3.0,1.0,680.0,9.47,53.17,1489,Census Tract 8058.01,24033805801,24033805802,"Prince George's County, MD","Prince George's County, MD",1.2791252895063512,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161116_24033805000__24033805201,24033805000__24033805201,other_adjacent_tract_pair,medium,accepted,S2012161116,Prince George's,Chillum Rd,CO,449.0,0.05,Chillum Rd - .10 Mi West Of Md 212,Riggs Rd To Wash Dc Line,West,3.0,F,8575.0,8390.0,9185.0,8980.0,9.06,75.33,49.17,50.83,24033805201,24033805000,24033,24033,88.03098079108459,999.750739344769,1,-76.99519876907218,38.96290646788757,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161116,0.0,0.45,Urban,5.0,Major Collector,1.0,8391.0,8891.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,8575.0,8390.0,9185.0,8980.0,8391.0,8891.0,3.0,1.0,449.0,9.06,75.33,1532,Census Tract 8052.01,24033805201,24033805000,"Prince George's County, MD","Prince George's County, MD",88.03098079108459,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161042_24033800701__24033802201,24033800701__24033802201,other_adjacent_tract_pair,high,accepted,S2012161042,Prince George's,Westphalia Rd,CO,91.0,1.12,Westphalia Rd - Between Melwood Rd & D Arcy Rd,Old Marlboro Pike (back) To Darcy Rd,East,3.0,F,7315.0,7600.0,7755.0,8060.0,8.74,56.11,48.63,51.37,24033802201,24033800701,24033,24033,1.322488833018338,7078.160309947697,1,-76.8463401515748,38.84438535627741,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161042,0.0,1.14,Urban,5.0,Major Collector,1.0,7601.0,8361.0,,S,True,False,pg_dc_spatial,True,7315.0,7600.0,7755.0,8060.0,7601.0,8361.0,3.0,1.0,91.0,8.74,56.11,1557,Census Tract 8022.01,24033802201,24033800701,"Prince George's County, MD","Prince George's County, MD",1.322488833018338,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3147_24033803602__24033803608,24033803602__24033803608,other_adjacent_tract_pair,high,accepted,B3147,Prince George's,Capital Beltway,IS,95.0,19.14,Is95-.60 Mi N Of Is595/us50,Is 595/us 50 To Md 450,North,8.0,F,228340.0,226971.0,237470.0,236051.0,6.46,54.51,50.63,49.37,24033803608,24033803602,24033,24033,25.83087120858283,1372.4176500770839,1,-76.86252331399463,38.953456594361946,https://maps.roads.maryland.gov/itms_public/?stationid=B3147,18.54,19.59,Urban,1.0,Interstate,1.0,228562.0,237702.0,14741.0,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,228340.0,226971.0,237470.0,236051.0,228562.0,237702.0,8.0,1.0,95.0,6.46,54.51,485,Census Tract 8036.08,24033803608,24033803602,"Prince George's County, MD","Prince George's County, MD",25.83087120858283,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2813_24031701002__24031701210,24031701002__24031701210,other_adjacent_tract_pair,high,accepted,B2813,Montgomery,Falls Rd,MD,189.0,4.37,Md189-.50 Mi S Of Is270,Democracy Blvd To Wootten Pkwy,South,3.0,F,19030.0,18861.0,20360.0,20181.0,8.12,52.53,50.22,49.78,24031701002,24031701210,24031,24031,5.2896706473203725,1761.1848563187355,2,-77.17106246877556,39.06906322676646,https://maps.roads.maryland.gov/itms_public/?stationid=B2813,0.69,4.44,Urban,4.0,Minor Arterial,1.0,19652.0,19992.0,,B,True,False,montgomery_dc_spatial,True,19030.0,18861.0,20360.0,20181.0,19652.0,19992.0,3.0,1.0,189.0,8.12,52.53,210,Census Tract 7010.02,24031701002,24031701210,"Montgomery County, MD","Montgomery County, MD",5.2896706473203725,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150669_24031703214__24031703215,24031703214__24031703215,other_adjacent_tract_pair,high,accepted,S2012150669,Montgomery,Hewitt Ave                              ,CO,128.0,0.79,Hewitt Ave - .10 Mile East Of Md 97,Rippling Brook Dr To Georgia Ave,East,2.0,F,8175.0,7800.0,8675.0,8270.0,8.83,52.51,50.04,49.96,24031703214,24031703215,24031,24031,1.333042046881813,2423.6515866219397,2,-77.06961675500588,39.07831926235439,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150669,0.0,0.88,Urban,6.0,Minor Collector,1.0,7801.0,8581.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,8175.0,7800.0,8675.0,8270.0,7801.0,8581.0,2.0,1.0,128.0,8.83,52.51,1424,Census Tract 7032.14,24031703214,24031703215,"Montgomery County, MD","Montgomery County, MD",1.333042046881813,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160095_24033801104__24033801904,24033801104__24033801904,other_adjacent_tract_pair,low_review,accepted,B160095,Prince George's,Auth Rd,CO,127.0,0.1,Auth Rd-.10 Mi W Of Md337,Md 337 To Auth Pl,East,3.0,F,8450.0,8371.0,8960.0,8871.0,9.79,66.7,51.23,48.77,24033801904,24033801104,24033,24033,167.31607942342413,4198.583139216432,1,-76.89687783244192,38.81292778038189,https://maps.roads.maryland.gov/itms_public/?stationid=B160095,0.0,1.63,Urban,5.0,Major Collector,1.0,8372.0,9212.0,,B,True,False,pg_dc_spatial,True,8450.0,8371.0,8960.0,8871.0,8372.0,9212.0,3.0,1.0,127.0,9.79,66.7,1563,Census Tract 8019.04,24033801904,24033801104,"Prince George's County, MD","Prince George's County, MD",167.31607942342413,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160028_24033804002__24033806300,24033804002__24033806300,other_adjacent_tract_pair,low_review,accepted,B160028,Prince George's,Buchanan St,MU,20.0,0.1,Buchanan St-.10 Mi W Of Md201,Md 201 To Tanglewood Dr,East,2.0,F,3960.0,3921.0,4200.0,4161.0,10.45,65.82,50.39,49.61,24033806300,24033804002,24033,24033,143.0880228719113,1647.4276083903403,1,-76.93297348533581,38.945890277067015,https://maps.roads.maryland.gov/itms_public/?stationid=B160028,0.0,0.29,Urban,5.0,Major Collector,1.0,3922.0,4312.0,302.0,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,3960.0,3921.0,4200.0,4161.0,3922.0,4312.0,2.0,1.0,20.0,10.45,65.82,1559,Census Tract 8063,24033806300,24033804002,"Prince George's County, MD","Prince George's County, MD",143.0880228719113,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2833_24031703100__24031703210,24031703100__24031703210,other_adjacent_tract_pair,low_review,accepted,B2833,Montgomery,University Blvd W,MD,193.0,3.82,Md193-.50 Mi W Of Us29,Arcola Ave To Us 29,West,6.0,F,41812.0,39640.0,44742.0,42420.0,7.58,51.99,49.76,50.24,24031703100,24031703210,24031,24031,142.35800842461555,1879.0262936867425,1,-77.01949340319895,39.02508376811706,https://maps.roads.maryland.gov/itms_public/?stationid=B2833,3.0,4.32,Urban,3.0,Principal Arterial Other,1.0,41301.0,42021.0,,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,41812.0,39640.0,44742.0,42420.0,41301.0,42021.0,6.0,1.0,193.0,7.58,51.99,350,Census Tract 7031,24031703100,24031703210,"Montgomery County, MD","Montgomery County, MD",142.35800842461555,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160094_24033802301__24033802407,24033802301__24033802407,other_adjacent_tract_pair,low_review,accepted,B160094,Prince George's,County Rd                               ,CO,84.0,0.52,County Rd-.10 Mi N Of Marlboro Pike,Md 458b (back) To Marlboro Pike,South,2.0,F,5240.0,5191.0,5550.0,5501.0,8.06,54.63,47.24,52.76,24033802301,24033802407,24033,24033,121.75251270438447,1183.9303220017748,3,-76.89909713921595,38.856064423151935,https://maps.roads.maryland.gov/itms_public/?stationid=B160094,0.08,0.62,Urban,6.0,Minor Collector,1.0,5192.0,5712.0,,B,True,False,pg_dc_spatial,True,5240.0,5191.0,5550.0,5501.0,5192.0,5712.0,2.0,1.0,84.0,8.06,54.63,568,Census Tract 8023.01,24033802301,24033802407,"Prince George's County, MD","Prince George's County, MD",121.75251270438447,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3152_24033801904__24033801905,24033801904__24033801905,other_adjacent_tract_pair,high,accepted,B3152,Prince George's,Capital Beltway,IS,95.0,7.7,Is95-.40 Mi N Of Md5,Md 5 To Forrestville Rd,South,8.0,F,196752.0,192370.0,204622.0,200070.0,6.44,50.83,49.37,50.63,24033801904,24033801905,24033,24033,30.824015325027037,2910.304611693989,1,-76.91089785614916,38.8182937115534,https://maps.roads.maryland.gov/itms_public/?stationid=B3152,7.3,9.69,Urban,1.0,Interstate,1.0,193721.0,201471.0,16625.0,B,True,False,pg_montgomery_route;pg_dc_spatial,True,196752.0,192370.0,204622.0,200070.0,193721.0,201471.0,8.0,1.0,95.0,6.44,50.83,1563,Census Tract 8019.04,24033801904,24033801905,"Prince George's County, MD","Prince George's County, MD",30.824015325027037,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
