LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,AADT,AAWDT,TRUCK_AADT,LINK,longitude,latitude,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_geoid,station_county_geoid,station_tract_label,assignment_status,station_to_boundary_m
S2012161180,Prince George's,Lake Arbor Way,CO,3460.0,1.71,0.0,1.8,Lake Arbor Way - .10 Mi South Of Md 202,Central Ave To Largo Rd,Urban,5.0,Major Collector,1.0,South,4.0,F,8.5,55.97,50.54,49.46,13885.0,13200.0,14725.0,13990.0,13201.0,14521.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161180,-76.83192955026348,38.90445049371307,S,True,False,pg_dc_spatial,True,13885.0,13200.0,14725.0,13990.0,13201.0,14521.0,4.0,1.0,3460.0,8.5,55.97,472,24033803514,24033,Census Tract 8035.14,reject_not_near_tract_boundary,426.07028979166995
B2904,Montgomery,Franklin Ave,CO,7075.0,0.77,0.58,0.9,Franklin Ave-.20 Mi E Of Flower Ave,Flower Ave To Md 193,Urban,5.0,Major Collector,1.0,West,2.0,F,8.65,73.33,54.08,45.92,11403.0,11304.0,12093.0,11984.0,11305.0,12445.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B2904,-77.00484725733193,39.01107596896064,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,11403.0,11304.0,12093.0,11984.0,11305.0,12445.0,2.0,1.0,7075.0,8.65,73.33,1448,24031702200,24031,Census Tract 7022,reject_not_near_tract_boundary,229.32758194453473
B160001,Prince George's,Contee Rd,CO,6.0,1.48,1.18,1.818,Contee Rd-.30 Mi W Of Us1,Us 1 To Bell Chase Blvd,Urban,5.0,Major Collector,1.0,East,3.0,F,7.61,55.39,51.77,48.23,12550.0,12441.0,13300.0,13191.0,12442.0,13692.0,375.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160001,-76.87326718545394,39.07768431585368,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,12550.0,12441.0,13300.0,13191.0,12442.0,13692.0,3.0,1.0,6.0,7.61,55.39,848,24033800212,24033,Census Tract 8002.12,reject_not_near_tract_boundary,453.4247690251012
B3197,Prince George's,Landover Rd,MD,202.0,13.62,13.42,13.92,Md202-.20 Mi N Of Md295,Md 295 To Md 450,Urban,3.0,Principal Arterial Other,1.0,North,6.0,C,8.05,52.25,48.4,51.6,31821.0,31542.0,34051.0,33752.0,33830.0,35860.0,1281.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3197,-76.92022383035727,38.93659017442815,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,31821.0,31542.0,34051.0,33752.0,33830.0,35860.0,6.0,1.0,202.0,8.05,52.25,1502,24033804300,24033,Census Tract 8043,reject_not_near_tract_boundary,278.6282451209943
B2957,Montgomery,Rockville Pike,MD,355.0,3.59,3.22,3.68,Md355-.40 Mi S Of Is495,Cedar La To Alta Vista Rd,Urban,3.0,Principal Arterial Other,1.0,South,7.0,F,7.88,68.85,49.07,50.93,58122.0,54680.0,62192.0,58510.0,54681.0,57961.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B2957,-77.09795554794789,39.01184693106148,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,58122.0,54680.0,62192.0,58510.0,54681.0,57961.0,7.0,1.0,355.0,7.88,68.85,912,24031704404,24031,Census Tract 7044.04,reject_not_near_tract_boundary,384.47070936719274
B2918,Montgomery,New Hampshire Ave,MD,650.0,10.5,9.98,11.0,Md650-.50 Mi S Of Md198,Briggs Chaney Rd To Md 198,Urban,3.0,Principal Arterial Other,1.0,North,4.0,F,9.28,62.09,52.02,47.98,14580.0,13930.0,15600.0,14910.0,13931.0,14771.0,701.0,https://maps.roads.maryland.gov/itms_public/?stationid=B2918,-76.99279498876298,39.11472289613535,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,14580.0,13930.0,15600.0,14910.0,13931.0,14771.0,4.0,1.0,650.0,9.28,62.09,1394,24031701408,24031,Census Tract 7014.08,reject_not_near_tract_boundary,808.1630761565775
B160059,Prince George's,52nd Ave,MD,769.0,0.1,0.0,1.06,Md769c-.10 Mi N Of Md201,Md 201 To Md 201,Urban,7.0,Local,1.0,North,2.0,F,6.98,56.03,51.13,48.87,5593.0,5544.0,5933.0,5884.0,5545.0,6105.0,688.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160059,-76.93092521419861,38.93088328731855,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,5593.0,5544.0,5933.0,5884.0,5545.0,6105.0,2.0,1.0,769.0,6.98,56.03,1502,24033804300,24033,Census Tract 8043,reject_not_near_tract_boundary,408.3769206732692
S2012161194,Prince George's,Heathermore Blvd,CO,3923.0,0.22,0.0,1.23,Heathermore Blvd - .10 Mi South Of Us 301,Crain Hwy (sb) To Road End,Urban,5.0,Major Collector,1.0,South,4.0,F,7.67,63.53,49.48,50.52,8115.0,8640.0,8605.0,9160.0,8641.0,9511.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161194,-76.79668988673245,38.77468081436661,S,True,False,pg_dc_spatial,True,8115.0,8640.0,8605.0,9160.0,8641.0,9511.0,4.0,1.0,3923.0,7.67,63.53,1365,24033800704,24033,Census Tract 8007.04,reject_not_near_tract_boundary,345.30823701728355
B3113,Prince George's,Baltimore Ave,US,1.0,1.89,1.03,2.09,Us1al-.20 Mi S Of Us1,Md 450 To Us 1,Urban,4.0,Minor Arterial,1.0,South,3.0,C,6.61,50.8,53.43,46.57,16871.0,16722.0,18051.0,17892.0,15610.0,16550.0,612.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3113,-76.94067219823769,38.95100010102709,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,16871.0,16722.0,18051.0,17892.0,15610.0,16550.0,3.0,1.0,1.0,6.61,50.8,1559,24033806300,24033,Census Tract 8063,reject_not_near_tract_boundary,230.16526107221554
S2012161260,Prince George's,Fifth St,MU,9050.0,0.3,0.0,0.85,Fifth St - Between Md 198 & Carroll Ave (one Way),Main St To Green Hill Ave,Urban,6.0,Minor Collector,1.0,South,2.0,F,11.82,100.0,0.0,100.0,995.0,970.0,1065.0,1030.0,971.0,1071.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161260,-76.8527708080115,39.103063901502765,S,True,False,pg_montgomery_spatial,True,995.0,970.0,1065.0,1030.0,971.0,1071.0,2.0,1.0,9050.0,11.82,100.0,1567,24033800102,24033,Census Tract 8001.02,reject_not_near_tract_boundary,176.01091490588075
B160079,Prince George's,Mellwood Rd,MD,223.0,12.62,12.48,12.633,Md223-.05 Mi N Of Old Marlboro Pike,Md 4 To Mellwood Rd (ahead),Urban,5.0,Major Collector,1.0,North,3.0,F,10.31,65.06,49.46,50.54,1440.0,1431.0,1530.0,1521.0,1432.0,1582.0,81.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160079,-76.82491980476034,38.81611323214153,B,True,False,pg_dc_spatial,True,1440.0,1431.0,1530.0,1521.0,1432.0,1582.0,3.0,1.0,223.0,10.31,65.06,1499,24033800701,24033,Census Tract 8007.01,reject_not_near_tract_boundary,250.41966280532526
S2012150830,Montgomery,Rock Spring Dr,CO,3386.0,0.49,0.0,0.62,Rock Spring Dr - .10 Mi South Of Md 187,Fernwood Rd To Old Georgetown Rd,Urban,5.0,Major Collector,1.0,North,5.0,F,9.03,51.01,54.14,45.86,13745.0,12190.0,14575.0,12920.0,12191.0,13411.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150830,-77.12857357966642,39.026557019635774,S,True,False,montgomery_dc_spatial,True,13745.0,12190.0,14575.0,12920.0,12191.0,13411.0,5.0,1.0,3386.0,9.03,51.01,554,24031701205,24031,Census Tract 7012.05,reject_not_near_tract_boundary,210.64045970271874
B2897,Montgomery,Philadelphia Ave,MD,410.0,4.85,4.56,4.96,Md410-.10 Mi W Of Md320,Chicago Ave To Md 320,Urban,4.0,Minor Arterial,1.0,East,2.0,F,7.86,55.44,49.08,50.92,10890.0,10791.0,11650.0,11551.0,10792.0,11442.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B2897,-77.01725767611983,38.983932829408936,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,10890.0,10791.0,11650.0,11551.0,10792.0,11442.0,2.0,1.0,410.0,7.86,55.44,605,24031701800,24031,Census Tract 7018,reject_not_near_tract_boundary,297.2695571996996
B3330,Prince George's,Bladensburg Rd,US,1.0,0.57,0.47,1.03,Us1al-.10 Mi N Of Md208,Md 208 To Md 450,Urban,4.0,Minor Arterial,1.0,North,4.0,F,9.19,59.03,50.88,49.12,23121.0,22912.0,24741.0,24522.0,22913.0,24293.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B3330,-76.94933539722582,38.93562378143108,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,23121.0,22912.0,24741.0,24522.0,22913.0,24293.0,4.0,1.0,1.0,9.19,59.03,1516,24033804400,24033,Census Tract 8044,reject_not_near_tract_boundary,401.92244444957123
S2012150808,Montgomery,Marcliff Rd                             ,CO,2553.0,0.11,0.0,0.56,Marcliff Rd - .10 Mile South Of Tilden La,Tilden La To Tuckerman La,Urban,6.0,Minor Collector,1.0,North,2.0,F,15.05,68.38,49.77,50.23,1875.0,1720.0,1995.0,1820.0,1721.0,1891.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150808,-77.12977306682764,39.04196548614689,S,True,False,montgomery_dc_spatial,True,1875.0,1720.0,1995.0,1820.0,1721.0,1891.0,2.0,1.0,2553.0,15.05,68.38,554,24031701205,24031,Census Tract 7012.05,reject_not_near_tract_boundary,663.2804041564863
S2012150863,Montgomery,Democracy La                            ,CO,4231.0,0.08,0.0,0.62,Democracy La - .10 Mi North Of Democracy Blvd,Democracy Blvd To Bells Mill Rd,Urban,5.0,Major Collector,1.0,South,2.0,F,10.17,67.46,49.26,50.74,1515.0,1540.0,1615.0,1630.0,1541.0,1701.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150863,-77.16492997036818,39.02424168117344,S,True,False,montgomery_dc_spatial,True,1515.0,1540.0,1615.0,1630.0,1541.0,1701.0,2.0,1.0,4231.0,10.17,67.46,1025,24031706010,24031,Census Tract 7060.10,reject_not_near_tract_boundary,274.09480808770144
S2012150816,Montgomery,Ardennes Ave,CO,3162.0,0.92,0.85,0.95,Ardennes Ave - Between Twinbrook Pkwy & Higgins Pl,Ardennes Ave (back) To Twinbrook Pkwy,Urban,6.0,Minor Collector,1.0,North,2.0,F,10.45,59.93,48.81,51.19,5275.0,4650.0,5595.0,4930.0,4651.0,5121.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150816,-77.11658055499045,39.0638546017486,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,5275.0,4650.0,5595.0,4930.0,4651.0,5121.0,2.0,1.0,3162.0,10.45,59.93,1326,24031701219,24031,Census Tract 7012.19,reject_not_near_tract_boundary,188.28152703848045
S2012150832,Montgomery,Westlake Terr,CO,3438.0,0.39,0.0,0.79,Westlake Terr  - .10 Mi East Of Westlake Dr,Cul De Sac To Rockledge Dr,Urban,5.0,Major Collector,1.0,East,3.0,F,8.38,53.15,53.86,46.14,13985.0,14130.0,14825.0,14980.0,14131.0,15541.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150832,-77.14653867172487,39.02693816879693,S,True,False,montgomery_dc_spatial,True,13985.0,14130.0,14825.0,14980.0,14131.0,15541.0,3.0,1.0,3438.0,8.38,53.15,1329,24031706012,24031,Census Tract 7060.12,reject_not_near_tract_boundary,389.1258518711967
S2009160021,Prince George's,Berwyn Rd,MU,10.0,0.11,0.0,0.86,Berwyn Rd Over Structure #16072 Indian Creek,Road End To 63rd Ave #2,Urban,7.0,Local,1.0,East,2.0,F,11.04,62.26,48.49,51.51,482.0,483.0,512.0,513.0,484.0,534.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2009160021,-76.91973357119772,38.99341047141839,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,482.0,483.0,512.0,513.0,484.0,534.0,2.0,1.0,10.0,11.04,62.26,312,24033806800,24033,Census Tract 8068,reject_not_near_tract_boundary,194.14532831797848
S2008150025,Montgomery,Jones Bridge Rd,CO,537.0,0.3,0.0,1.13,Jones Bridge Rd- Between Gladwyne Dr & Lynbrook Dr,Md 355 To Md 185,Urban,4.0,Minor Arterial,1.0,East,4.0,F,8.24,72.6,50.51,49.49,22143.0,21944.0,23693.0,23484.0,21945.0,23265.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2008150025,-77.09108155585048,38.997201087433,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,22143.0,21944.0,23693.0,23484.0,21945.0,23265.0,4.0,1.0,537.0,8.24,72.6,575,24031705000,24031,Census Tract 7050,reject_not_near_tract_boundary,557.1313789647091
S2012150875,Montgomery,Old Columbia Pike,MD,929.0,0.6,0.56,0.65,Md 929c - 400ft South Of E Randolph Rd,Old Columbia Pike To Randolph Rd(md 929),Urban,5.0,Major Collector,1.0,South,3.0,F,9.42,62.54,48.76,51.24,8485.0,8720.0,8995.0,9240.0,8721.0,9591.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150875,-76.96641437581665,39.06260502120195,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,8485.0,8720.0,8995.0,9240.0,8721.0,9591.0,3.0,1.0,929.0,9.42,62.54,1412,24031701414,24031,Census Tract 7014.14,reject_not_near_tract_boundary,272.658754957956
B160057,Prince George's,John Hanson Hwy,US,50.0,0.3,0.18,0.5,Us50-.20 Mi W Of Md201 ,Md 295 To Md 201,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,East,4.0,C,6.46,51.28,47.23,52.77,84951.0,84192.0,90901.0,90092.0,89810.0,95200.0,3993.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160057,-76.93609839003598,38.91904085610802,B,True,False,pg_dc_route;pg_dc_spatial,True,84951.0,84192.0,90901.0,90092.0,89810.0,95200.0,4.0,1.0,50.0,6.46,51.28,1502,24033804300,24033,Census Tract 8043,reject_not_near_tract_boundary,366.0415544708199
S2012150764,Montgomery,Carroll Ave,CO,725.0,0.08,0.0,0.43,Carroll Ave - .10 Mile North Of Md 193,University Blvd E To Piney Branch Rd,Urban,4.0,Minor Arterial,1.0,South,2.0,F,8.7,76.55,42.06,57.94,10515.0,10680.0,11255.0,11430.0,10681.0,11321.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150764,-76.99234345238204,38.99514391123585,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,10515.0,10680.0,11255.0,11430.0,10681.0,11321.0,2.0,1.0,725.0,8.7,76.55,1447,24031702000,24031,Census Tract 7020,reject_not_near_tract_boundary,245.72120031070327
B2831,Montgomery,University Blvd W,MD,193.0,1.36,1.24,1.46,Md193-.10 Mi W Of Md97,Md 586 To Md 97,Urban,3.0,Principal Arterial Other,1.0,East,6.0,F,8.21,58.63,49.18,50.82,32972.0,31040.0,35282.0,33210.0,31041.0,32901.0,883.0,https://maps.roads.maryland.gov/itms_public/?stationid=B2831,-77.05355020918128,39.04084884894832,B,True,False,montgomery_dc_route;pg_montgomery_route;montgomery_dc_spatial;pg_montgomery_spatial,True,32972.0,31040.0,35282.0,33210.0,31041.0,32901.0,6.0,1.0,193.0,8.21,58.63,1191,24031703800,24031,Census Tract 7038,reject_not_near_tract_boundary,176.1456717683821
S2012150969,Montgomery,Research Blvd,MU,2540.0,0.66,0.0,0.7,Research Blvd - .10 Mi South Of W Gude Dr,Md 28 To W Gude Dr,Urban,5.0,Major Collector,1.0,North,4.0,F,10.76,59.85,48.69,51.31,12765.0,11750.0,13535.0,12460.0,11751.0,12931.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150969,-77.18163887270636,39.09960135920431,S,True,False,montgomery_dc_spatial,True,12765.0,11750.0,13535.0,12460.0,11751.0,12931.0,4.0,1.0,2540.0,10.76,59.85,895,24031701007,24031,Census Tract 7010.07,reject_not_near_tract_boundary,272.5073960948162
B160049,Prince George's,40th Pl,MU,9403.0,0.1,0.0,0.31,40th Pl-between Gallatin St & Emerson St,Gallatin St To Crittenden St,Urban,4.0,Minor Arterial,1.0,South,2.0,F,8.05,55.97,49.66,50.34,4450.0,4411.0,4760.0,4721.0,4412.0,4682.0,105.0,https://maps.roads.maryland.gov/itms_public/?stationid=B160049,-76.948363290731,38.95132129876305,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,4450.0,4411.0,4760.0,4721.0,4412.0,4682.0,2.0,1.0,9403.0,8.05,55.97,1558,24033806200,24033,Census Tract 8062,reject_not_near_tract_boundary,215.54142479813424
B2830,Montgomery,Forest Glen Rd                          ,CO,697.0,0.2,0.0,1.47,Forest Glen Rd-.20 Mi E Of Md97,Md 97 To Stirling Rd,Urban,5.0,Major Collector,1.0,East,3.0,F,8.36,54.98,48.49,51.51,14795.0,13270.0,15685.0,14070.0,13431.0,14601.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B2830,-77.03922079670706,39.01584181742016,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,14795.0,13270.0,15685.0,14070.0,13431.0,14601.0,3.0,1.0,697.0,8.36,54.98,1192,24031703901,24031,Census Tract 7039.01,reject_not_near_tract_boundary,286.4374233751537
B3136,Prince George's,John Hanson Hwy,US,50.0,0.7,0.5,1.45,Us50-.20 Mi E Of Md201,Md 201 To Md 459,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,East,4.0,C,6.92,52.58,48.67,51.33,90650.0,89831.0,97000.0,96121.0,88000.0,93280.0,5397.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3136,-76.92906839111645,38.917951962917606,B,True,False,pg_dc_route;pg_dc_spatial,True,90650.0,89831.0,97000.0,96121.0,88000.0,93280.0,4.0,1.0,50.0,6.92,52.58,1502,24033804300,24033,Census Tract 8043,reject_not_near_tract_boundary,457.12766763787647
S2012150716,Montgomery,Brickyard Rd                            ,CO,188.0,0.04,0.0,2.44,Brickyard Rd - Between Macarthur Blvd & Stable La,Macarthur Blvd To Belmart Rd,Urban,6.0,Minor Collector,1.0,North,3.0,F,8.67,64.67,48.53,51.47,3635.0,3510.0,3855.0,3720.0,3511.0,3861.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150716,-77.21368843630547,38.979164709062495,S,True,False,montgomery_dc_spatial,True,3635.0,3510.0,3855.0,3720.0,3511.0,3861.0,3.0,1.0,188.0,8.67,64.67,1391,24031706008,24031,Census Tract 7060.08,reject_not_near_tract_boundary,940.5658176481344
B150097,Montgomery,Rockville Pike,MD,355.0,2.65,2.55,3.22,Md355-.10 Mi N Of Jones Bridge Rd,Jones Bridge Rd To Cedar La,Urban,3.0,Principal Arterial Other,1.0,North,7.0,C,7.48,52.82,48.66,51.34,40241.0,39882.0,43061.0,42672.0,40280.0,42700.0,891.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150097,-77.09669401055673,38.998402877724665,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,40241.0,39882.0,43061.0,42672.0,40280.0,42700.0,7.0,1.0,355.0,7.48,52.82,575,24031705000,24031,Census Tract 7050,reject_not_near_tract_boundary,493.02220565391093
S2012161218,Prince George's,Montgomery St,MU,260.0,0.09,0.0,0.66,Montgomery St - Between Us 1 & Stanley Pl,Us 1 Second St (nb) To Md 216 Seventh St,Urban,5.0,Major Collector,1.0,North,2.0,F,10.79,59.48,51.35,48.65,3655.0,3790.0,3875.0,4020.0,3791.0,4171.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161218,-76.84628174401333,39.10241193819769,S,True,False,pg_montgomery_spatial,True,3655.0,3790.0,3875.0,4020.0,3791.0,4171.0,2.0,1.0,260.0,10.79,59.48,1520,24033800103,24033,Census Tract 8001.03,reject_not_near_tract_boundary,304.79069558439977
S2012150962,Montgomery,Monroe St,MU,2140.0,0.3,0.0,1.1,Monroe St - Between Md 28 & Fleet St,E Middle La To Road End,Urban,5.0,Major Collector,1.0,North,2.0,F,8.93,61.43,56.19,43.81,6505.0,6650.0,6905.0,7050.0,6651.0,7321.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150962,-77.14975852655394,39.081078453947946,S,True,False,montgomery_dc_spatial,True,6505.0,6650.0,6905.0,7050.0,6651.0,7321.0,2.0,1.0,2140.0,8.93,61.43,195,24031700901,24031,Census Tract 7009.01,reject_not_near_tract_boundary,263.32648291262933
B3106,Prince George's,Baltimore Ave,US,1.0,5.44,5.24,6.43,Us1-.20 Mi N Of Md193,Md 193 To Is 95,Urban,3.0,Principal Arterial Other,1.0,North,4.0,C,7.79,58.16,50.46,49.54,47811.0,47382.0,51161.0,50702.0,46800.0,49610.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B3106,-76.93040122689338,39.00428050401215,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,47811.0,47382.0,51161.0,50702.0,46800.0,49610.0,4.0,1.0,1.0,7.79,58.16,1500,24033807000,24033,Census Tract 8070,reject_not_near_tract_boundary,349.94747686207734
S2012161219,Prince George's,Montgomery St,MU,260.0,0.7,0.66,1.0,Montgomery St - Between Md 216 & St Marys Pl,Md 216 Seventh St To Tenth St,Urban,5.0,Major Collector,1.0,South,2.0,F,9.63,51.79,48.25,51.75,6465.0,6730.0,6855.0,7130.0,6731.0,7401.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161219,-76.85573632642742,39.10647858856949,S,True,False,pg_montgomery_spatial,True,6465.0,6730.0,6855.0,7130.0,6731.0,7401.0,2.0,1.0,260.0,9.63,51.79,1567,24033800102,24033,Census Tract 8001.02,reject_not_near_tract_boundary,399.08799543243794
B150112,Montgomery,Sandy Spring Rd,MD,198.0,3.71,3.61,4.75,Md198-.10 Mi E Of Us29,Us 29 To Riding Stable Rd,Urban,3.0,Principal Arterial Other,1.0,West,5.0,F,8.62,53.55,48.7,51.3,37280.0,36941.0,39890.0,39531.0,36942.0,39162.0,5771.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150112,-76.92720631288987,39.111388241169365,B,True,False,pg_montgomery_route;pg_montgomery_spatial,True,37280.0,36941.0,39890.0,39531.0,36942.0,39162.0,5.0,1.0,198.0,8.62,53.55,573,24031701410,24031,Census Tract 7014.10,reject_not_near_tract_boundary,404.23327653389657
B2840,Montgomery,Spencerville Rd,MD,198.0,0.2,0.0,3.11,Md198-.20 Mi E Of Md650,Md 650 To Old Columbia Pike,Urban,3.0,Principal Arterial Other,1.0,West,3.0,F,8.57,59.15,48.43,51.57,21870.0,21671.0,23400.0,23191.0,21672.0,22972.0,2005.0,https://maps.roads.maryland.gov/itms_public/?stationid=B2840,-76.98558551273788,39.12017179502255,B,True,False,pg_montgomery_route;pg_montgomery_spatial,True,21870.0,21671.0,23400.0,23191.0,21672.0,22972.0,3.0,1.0,198.0,8.57,59.15,1394,24031701408,24031,Census Tract 7014.08,reject_not_near_tract_boundary,1651.084380140922
B3288,Prince George's,Silver Hill Rd,MD,458.0,2.61,2.28,3.12,Md458-.10 Mi W Of Marlboro Pike,Md 4 To Walker Mill Rd,Urban,3.0,Principal Arterial Other,1.0,East,6.0,F,7.89,50.94,50.46,49.54,25192.0,25390.0,26962.0,27170.0,25391.0,26911.0,401.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3288,-76.90536979187563,38.85592451289978,B,True,False,pg_dc_spatial,True,25192.0,25390.0,26962.0,27170.0,25391.0,26911.0,6.0,1.0,458.0,7.89,50.94,734,24033802407,24033,Census Tract 8024.07,reject_not_near_tract_boundary,196.481173760243
S2012161007,Prince George's,Brooklyn Bridge Rd,CO,3.0,1.41,1.36,2.31,Brooklyn Bridge Rd - .10 Mi West Of Bond Mill Rd,Bond Mill Rd To Montgomery Co/l,Urban,5.0,Major Collector,1.0,West,2.0,F,11.49,53.88,50.35,49.65,2115.0,1940.0,2245.0,2060.0,1941.0,2141.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161007,-76.8892659803398,39.11674007675209,S,True,False,pg_montgomery_spatial,True,2115.0,1940.0,2245.0,2060.0,1941.0,2141.0,2.0,1.0,3.0,11.49,53.88,1537,24033800203,24033,Census Tract 8002.03,reject_not_near_tract_boundary,901.3855108368066
B3349,Prince George's,9th St,MD,564.0,5.5,4.12,6.73,Md564-.10 Mi W Of Chestnut Ave,Springfield Rd To Road End,Urban,4.0,Minor Arterial,1.0,East,2.0,F,9.47,65.53,50.6,49.4,8982.0,8940.0,9612.0,9570.0,8941.0,9481.0,319.0,https://maps.roads.maryland.gov/itms_public/?stationid=B3349,-76.7811125041228,39.00823100702581,B,True,False,pg_dc_spatial,True,8982.0,8940.0,9612.0,9570.0,8941.0,9481.0,2.0,1.0,564.0,9.47,65.53,447,24033800410,24033,Census Tract 8004.10,reject_not_near_tract_boundary,283.08579244842167
B150096,Montgomery,Bradley Blvd,MD,191.0,1.45,1.35,2.84,Md191-.10 Mi N Of Seven Locks Rd,Seven Locks Rd To Burning Tree Rd,Urban,4.0,Minor Arterial,1.0,South,2.0,F,9.67,68.92,49.18,50.82,10135.0,10850.0,10845.0,11610.0,10851.0,11501.0,271.0,https://maps.roads.maryland.gov/itms_public/?stationid=B150096,-77.15848288284663,39.01238841279561,B,True,False,montgomery_dc_route;montgomery_dc_spatial,True,10135.0,10850.0,10845.0,11610.0,10851.0,11501.0,2.0,1.0,191.0,9.67,68.92,1328,24031706013,24031,Census Tract 7060.13,reject_not_near_tract_boundary,687.6363518254839
S2012150811,Montgomery,Old Stage Rd,CO,2879.0,0.07,0.0,1.07,Old Stage Rd - .10 Mi North Of Tilden La,Tilden La To Dinwiddie Dr,Urban,6.0,Minor Collector,1.0,South,2.0,F,12.71,71.34,50.66,49.34,2615.0,2340.0,2775.0,2480.0,2341.0,2581.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150811,-77.1388024775161,39.04500466682936,S,True,False,montgomery_dc_spatial,True,2615.0,2340.0,2775.0,2480.0,2341.0,2581.0,2.0,1.0,2879.0,12.71,71.34,554,24031701205,24031,Census Tract 7012.05,reject_not_near_tract_boundary,859.4606122266907
S2012150804,Montgomery,Marianna Dr                             ,CO,1895.0,0.64,0.0,0.66,Marianna Dr - Between Bauer Dr & Parkland Dr,Aspen Hill Rd To Parkland Dr,Urban,6.0,Minor Collector,1.0,South,2.0,F,9.67,59.79,48.72,51.28,4975.0,4530.0,5275.0,4800.0,4531.0,4981.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150804,-77.08725687701872,39.08593694049951,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,4975.0,4530.0,5275.0,4800.0,4531.0,4981.0,2.0,1.0,1895.0,9.67,59.79,1410,24031703201,24031,Census Tract 7032.01,reject_not_near_tract_boundary,688.5727742313657
